Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,floor_area_sqft,price_per_sqft
2012-03,QUEENSTOWN,3 ROOM,95,C'WEALTH DR,06 TO 10,60.0,Standard,1967,319500.0,645.834,494.7091667518279
2012-03,QUEENSTOWN,3 ROOM,94,C'WEALTH DR,06 TO 10,69.0,Standard,1967,350000.0,742.7090999999999,471.24776039501876
2012-03,QUEENSTOWN,3 ROOM,82,C'WEALTH CL,11 TO 15,71.0,Standard,1967,383000.0,764.2369,501.15350357984545
2012-03,TOA PAYOH,2 ROOM,54,LOR 5 TOA PAYOH,01 TO 05,55.0,Standard,1967,253000.0,592.0145,427.3543975696541
2012-04,BUKIT MERAH,2 ROOM,28,JLN BT MERAH,11 TO 15,47.0,Standard,1967,300000.0,505.9033,592.9987015305098
2012-04,BUKIT MERAH,3 ROOM,28,JLN BT MERAH,11 TO 15,60.0,Standard,1967,340000.0,645.834,526.4510694698638
2012-04,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 05,60.0,Standard,1967,290000.0,645.834,449.03179454782503
2012-04,GEYLANG,3 ROOM,20,BALAM RD,01 TO 05,60.3,Standard,1967,293000.0,649.0631699999999,451.41985178422624
2012-04,GEYLANG,3 ROOM,64,CIRCUIT RD,01 TO 05,59.0,Standard,1967,308000.0,635.0701,484.98583069805994
2012-04,QUEENSTOWN,2 ROOM,81,C'WEALTH CL,06 TO 10,46.0,Standard,1967,265000.0,495.13939999999997,535.2028135914856
2012-04,QUEENSTOWN,3 ROOM,92,C'WEALTH DR,06 TO 10,60.0,Standard,1967,315000.0,645.834,487.7414320088444
2012-04,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,11 TO 15,60.0,Standard,1967,338000.0,645.834,523.3542984729822
2012-04,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,06 TO 10,71.0,Standard,1967,400000.0,764.2369,523.397914965896
2012-04,TOA PAYOH,3 ROOM,115,LOR 1 TOA PAYOH,06 TO 10,65.0,Improved,1967,386888.0,699.6535,552.9708634345429
2012-05,GEYLANG,3 ROOM,19,BALAM RD,01 TO 05,60.3,Standard,1967,296000.0,649.0631699999999,456.0418980482286
2012-05,GEYLANG,3 ROOM,21,BALAM RD,06 TO 10,60.3,Standard,1967,298000.0,649.0631699999999,459.12326222423013
2012-05,GEYLANG,3 ROOM,24,BALAM RD,01 TO 05,60.0,Standard,1967,298000.0,645.834,461.4188785353512
2012-05,GEYLANG,3 ROOM,24,BALAM RD,06 TO 10,60.0,Standard,1967,305000.0,645.834,472.25757702443667
2012-05,GEYLANG,3 ROOM,65,CIRCUIT RD,06 TO 10,59.0,Standard,1967,320000.0,635.0701,503.88138254343886
2012-05,QUEENSTOWN,2 ROOM,82,C'WEALTH CL,01 TO 05,46.0,Standard,1967,250000.0,495.13939999999997,504.90831470894864
2012-05,QUEENSTOWN,2 ROOM,83,C'WEALTH CL,06 TO 10,46.0,Standard,1967,282000.0,495.13939999999997,569.5365789916941
2012-05,QUEENSTOWN,3 ROOM,82,C'WEALTH CL,11 TO 15,60.0,Standard,1967,328000.0,645.834,507.8704434885745
2012-05,QUEENSTOWN,3 ROOM,81,C'WEALTH CL,11 TO 15,60.0,Standard,1967,347000.0,645.834,537.2897679589493
2012-05,QUEENSTOWN,3 ROOM,81,C'WEALTH CL,11 TO 15,60.0,Standard,1967,355000.0,645.834,549.6768519464755
2012-05,TOA PAYOH,3 ROOM,110,LOR 1 TOA PAYOH,01 TO 05,65.0,Improved,1967,345000.0,699.6535,493.1012279649855
2012-05,TOA PAYOH,3 ROOM,114,LOR 1 TOA PAYOH,01 TO 05,65.0,Improved,1967,358000.0,699.6535,511.6818539462748
2012-05,TOA PAYOH,3 ROOM,115,LOR 1 TOA PAYOH,06 TO 10,65.0,Improved,1967,365000.0,699.6535,521.6868063977383
2012-06,BUKIT MERAH,3 ROOM,28,JLN BT MERAH,07 TO 09,60.0,Standard,1967,346000.0,645.834,535.7413824605085
2012-06,GEYLANG,2 ROOM,63,CIRCUIT RD,04 TO 06,45.0,Standard,1967,280000.0,484.3755,578.0639194178897
2012-06,GEYLANG,3 ROOM,21,BALAM RD,01 TO 03,60.0,Standard,1967,290000.0,645.834,449.03179454782503
2012-06,GEYLANG,3 ROOM,23,BALAM RD,07 TO 09,60.3,Standard,1967,291500.0,649.0631699999999,449.1088286522251
2012-06,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,293000.0,645.834,453.67695104314737
2012-06,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,298000.0,645.834,461.4188785353512
2012-06,GEYLANG,3 ROOM,66,CIRCUIT RD,10 TO 12,56.0,Standard,1967,307000.0,602.7783999999999,509.308230022841
2012-06,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,55.0,Standard,1967,310000.0,592.0145,523.6358231090624
2012-06,QUEENSTOWN,2 ROOM,83,C'WEALTH CL,01 TO 03,46.0,Standard,1967,255000.0,495.13939999999997,515.0064810031276
2012-06,QUEENSTOWN,2 ROOM,87,C'WEALTH CL,10 TO 12,46.0,Standard,1967,272500.0,495.13939999999997,550.3500630327541
2012-06,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,01 TO 03,60.0,Standard,1967,319000.0,645.834,493.93497400260753
2012-06,QUEENSTOWN,3 ROOM,91,C'WEALTH DR,07 TO 09,60.0,Standard,1967,323000.0,645.834,500.12851599637065
2012-06,QUEENSTOWN,3 ROOM,81,C'WEALTH CL,10 TO 12,60.0,Standard,1967,347000.0,645.834,537.2897679589493
2012-06,QUEENSTOWN,3 ROOM,86,C'WEALTH CL,07 TO 09,58.0,Standard,1967,359000.0,624.3062,575.0383385588674
2012-06,QUEENSTOWN,3 ROOM,81,C'WEALTH CL,07 TO 09,60.0,Standard,1967,365000.0,645.834,565.1607069308832
2012-06,TOA PAYOH,2 ROOM,55,LOR 5 TOA PAYOH,01 TO 03,43.0,Standard,1967,250000.0,462.8477,540.1344762002707
2012-07,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,55.0,Standard,1967,275000.0,592.0145,464.5156495322327
2012-07,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,302000.0,649.0631699999999,465.2859905762332
2012-07,GEYLANG,3 ROOM,66,CIRCUIT RD,04 TO 06,56.0,Standard,1967,310000.0,602.7783999999999,514.2851834106863
2012-07,GEYLANG,3 ROOM,65,CIRCUIT RD,07 TO 09,59.0,Standard,1967,316000.0,635.0701,497.5828652616459
2012-07,QUEENSTOWN,2 ROOM,82,C'WEALTH CL,10 TO 12,46.0,Standard,1967,267000.0,495.13939999999997,539.2420801091572
2012-07,QUEENSTOWN,2 ROOM,82,C'WEALTH CL,01 TO 03,46.0,Standard,1967,268000.0,495.13939999999997,541.261713367993
2012-07,QUEENSTOWN,2 ROOM,81,C'WEALTH CL,10 TO 12,46.0,Standard,1967,270000.0,495.13939999999997,545.3009798856646
2012-07,QUEENSTOWN,3 ROOM,90,C'WEALTH DR,01 TO 03,60.0,Standard,1967,310000.0,645.834,479.9995045166405
2012-07,QUEENSTOWN,3 ROOM,91,C'WEALTH DR,07 TO 09,60.0,Standard,1967,330000.0,645.834,510.96721448545605
2012-08,BUKIT MERAH,2 ROOM,28,JLN BT MERAH,10 TO 12,47.0,Standard,1967,295000.0,505.9033,583.1153898383347
2012-08,BUKIT MERAH,3 ROOM,28,JLN BT MERAH,16 TO 18,60.0,Standard,1967,366000.0,645.834,566.709092429324
2012-08,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,267000.0,645.834,413.41892808368715
2012-08,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,290000.0,645.834,449.03179454782503
2012-08,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,298000.0,649.0631699999999,459.12326222423013
2012-08,GEYLANG,3 ROOM,23,BALAM RD,10 TO 12,60.3,Standard,1967,300000.0,649.0631699999999,462.20462640023163
2012-08,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,300000.0,649.0631699999999,462.20462640023163
2012-08,GEYLANG,3 ROOM,23,BALAM RD,04 TO 06,60.3,Standard,1967,300000.0,649.0631699999999,462.20462640023163
2012-08,GEYLANG,3 ROOM,65,CIRCUIT RD,01 TO 03,59.0,Standard,1967,312000.0,635.0701,491.2843479798529
2012-08,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 03,60.0,Standard,1967,323000.0,645.834,500.12851599637065
2012-08,QUEENSTOWN,3 ROOM,95,C'WEALTH DR,01 TO 03,60.0,Standard,1967,315000.0,645.834,487.7414320088444
2012-08,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,04 TO 06,60.0,Standard,1967,330000.0,645.834,510.96721448545605
2012-08,QUEENSTOWN,3 ROOM,84,C'WEALTH CL,01 TO 03,60.0,Standard,1967,335000.0,645.834,518.7091419776599
2012-08,QUEENSTOWN,3 ROOM,86,C'WEALTH CL,10 TO 12,66.0,Standard,1967,370000.0,710.4173999999999,520.820576748261
2012-08,TOA PAYOH,2 ROOM,54,LOR 5 TOA PAYOH,01 TO 03,43.0,Standard,1967,250000.0,462.8477,540.1344762002707
2012-09,BUKIT MERAH,2 ROOM,28,JLN BT MERAH,01 TO 03,47.0,Standard,1967,298000.0,505.9033,589.0453768536398
2012-09,GEYLANG,3 ROOM,23,BALAM RD,10 TO 12,60.3,Standard,1967,310000.0,649.0631699999999,477.61144728023936
2012-09,QUEENSTOWN,3 ROOM,89,C'WEALTH DR,01 TO 03,60.0,Standard,1967,315000.0,645.834,487.7414320088444
2012-09,QUEENSTOWN,3 ROOM,90,C'WEALTH DR,04 TO 06,60.0,Standard,1967,322000.0,645.834,498.5801304979299
2012-09,QUEENSTOWN,3 ROOM,94,C'WEALTH DR,04 TO 06,60.0,Standard,1967,335000.0,645.834,518.7091419776599
2012-09,QUEENSTOWN,3 ROOM,94,C'WEALTH DR,07 TO 09,60.0,Standard,1967,370000.0,645.834,572.9026344230871
2012-09,TOA PAYOH,2 ROOM,55,LOR 5 TOA PAYOH,01 TO 03,43.0,Standard,1967,252000.0,462.8477,544.4555520098728
2012-09,TOA PAYOH,2 ROOM,55,LOR 5 TOA PAYOH,04 TO 06,43.0,Standard,1967,267000.0,462.8477,576.8636205818891
2012-09,TOA PAYOH,2 ROOM,54,LOR 5 TOA PAYOH,10 TO 12,43.0,Standard,1967,277000.0,462.8477,598.4689996298999
2012-09,TOA PAYOH,2 ROOM,55,LOR 5 TOA PAYOH,10 TO 12,43.0,Standard,1967,286500.0,462.8477,618.9941097255102
2012-09,TOA PAYOH,3 ROOM,112,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1967,350000.0,699.6535,500.2476225731737
2012-09,TOA PAYOH,3 ROOM,110,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1967,357000.0,699.6535,510.25257502463717
2012-10,GEYLANG,2 ROOM,66,CIRCUIT RD,04 TO 06,45.0,Standard,1967,268000.0,484.3755,553.2897514428372
2012-10,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,299500.0,602.7783999999999,496.8658465532276
2012-10,GEYLANG,3 ROOM,22,BALAM RD,07 TO 09,60.0,Standard,1967,312000.0,645.834,483.0962755135221
2012-10,GEYLANG,3 ROOM,65,CIRCUIT RD,07 TO 09,59.0,Standard,1967,312000.0,635.0701,491.2843479798529
2012-10,GEYLANG,3 ROOM,65,CIRCUIT RD,07 TO 09,59.0,Standard,1967,330000.0,635.0701,519.6276757479213
2012-10,GEYLANG,3 ROOM,66,CIRCUIT RD,10 TO 12,67.0,Standard,1967,350000.0,721.1813,485.3148577202432
2012-10,QUEENSTOWN,2 ROOM,83,C'WEALTH CL,13 TO 15,46.0,Standard,1967,286000.0,495.13939999999997,577.6151120270373
2012-10,QUEENSTOWN,3 ROOM,81,C'WEALTH CL,01 TO 03,60.0,Standard,1967,330000.0,645.834,510.96721448545605
2012-10,QUEENSTOWN,3 ROOM,90,C'WEALTH DR,04 TO 06,60.0,Standard,1967,338000.0,645.834,523.3542984729822
2012-10,QUEENSTOWN,3 ROOM,84,C'WEALTH CL,04 TO 06,58.0,Standard,1967,350000.0,624.3062,560.6223356423499
2012-10,QUEENSTOWN,3 ROOM,84,C'WEALTH CL,04 TO 06,58.0,Standard,1967,350000.0,624.3062,560.6223356423499
2012-10,QUEENSTOWN,3 ROOM,86,C'WEALTH CL,01 TO 03,69.0,Standard,1967,370000.0,742.7090999999999,498.1762038461627
2012-10,TOA PAYOH,2 ROOM,56,LOR 4 TOA PAYOH,07 TO 09,44.0,Standard,1967,260000.0,473.61159999999995,548.9730403562751
2012-10,TOA PAYOH,3 ROOM,113,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1967,366000.0,699.6535,523.116085319376
2012-10,TOA PAYOH,3 ROOM,56,LOR 4 TOA PAYOH,07 TO 09,66.0,Standard,1967,370000.0,710.4173999999999,520.820576748261
2012-11,GEYLANG,3 ROOM,24,BALAM RD,10 TO 12,60.0,Standard,1967,302000.0,645.834,467.61242052911433
2012-11,GEYLANG,3 ROOM,63,CIRCUIT RD,04 TO 06,65.0,Standard,1967,340000.0,699.6535,485.95483335679734
2012-11,QUEENSTOWN,3 ROOM,87,C'WEALTH CL,07 TO 09,58.0,Standard,1967,348000.0,624.3062,557.4187794386793
2012-11,TOA PAYOH,3 ROOM,94,LOR 4 TOA PAYOH,01 TO 03,60.0,Standard,1967,337000.0,645.834,521.8059129745415
2012-11,TOA PAYOH,3 ROOM,92,LOR 4 TOA PAYOH,01 TO 03,60.0,Standard,1967,341000.0,645.834,527.9994549683046
2012-11,TOA PAYOH,3 ROOM,61,LOR 5 TOA PAYOH,10 TO 12,65.0,Improved,1967,347000.0,699.6535,495.9597858082608
2012-12,GEYLANG,2 ROOM,66,CIRCUIT RD,07 TO 09,45.0,Standard,1967,251000.0,484.3755,518.1930134781796
2012-12,GEYLANG,3 ROOM,21,BALAM RD,01 TO 03,60.3,Standard,1967,304000.0,649.0631699999999,468.36735475223475
2012-12,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,291000.0,645.834,450.5801800462658
2012-12,GEYLANG,3 ROOM,23,BALAM RD,07 TO 09,60.3,Standard,1967,308000.0,649.0631699999999,474.5300831042378
2012-12,GEYLANG,3 ROOM,64,CIRCUIT RD,01 TO 03,59.0,Standard,1967,315000.0,635.0701,496.00823594119765
2012-12,GEYLANG,4 ROOM,66,CIRCUIT RD,04 TO 06,101.0,Adjoined flat,1967,590000.0,1087.1539,542.7014519287471
2012-12,QUEENSTOWN,3 ROOM,86,C'WEALTH CL,07 TO 09,58.0,Standard,1967,363000.0,624.3062,581.4454509662086
2012-12,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,01 TO 03,60.0,Standard,1967,328000.0,645.834,507.8704434885745
2012-12,QUEENSTOWN,3 ROOM,95,C'WEALTH DR,07 TO 09,60.0,Standard,1967,353888.0,645.834,547.9550472722093
2012-12,TOA PAYOH,2 ROOM,56,LOR 4 TOA PAYOH,01 TO 03,39.0,Standard,1967,255000.0,419.7921,607.4435416959966
2012-12,TOA PAYOH,2 ROOM,58,LOR 4 TOA PAYOH,04 TO 06,44.0,Standard,1967,260000.0,473.61159999999995,548.9730403562751
2012-12,TOA PAYOH,3 ROOM,112,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1967,338000.0,699.6535,483.0962755135221
2012-12,TOA PAYOH,3 ROOM,114,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1967,370000.0,699.6535,528.8332010059265
2013-01,GEYLANG,2 ROOM,66,CIRCUIT RD,01 TO 03,45.0,Standard,1967,248000.0,484.3755,511.9994714844165
2013-01,GEYLANG,2 ROOM,66,CIRCUIT RD,04 TO 06,45.0,Standard,1967,255000.0,484.3755,526.4510694698638
2013-01,GEYLANG,3 ROOM,34,CIRCUIT RD,10 TO 12,60.0,Standard,1967,330000.0,645.834,510.96721448545605
2013-01,GEYLANG,3 ROOM,64,CIRCUIT RD,04 TO 06,59.0,Standard,1967,334000.0,635.0701,525.9261930297143
2013-01,QUEENSTOWN,2 ROOM,83,C'WEALTH CL,04 TO 06,46.0,Standard,1967,269000.0,495.13939999999997,543.2813466268287
2013-01,QUEENSTOWN,2 ROOM,81,C'WEALTH CL,07 TO 09,46.0,Standard,1967,285000.0,495.13939999999997,575.5954787682015
2013-01,QUEENSTOWN,3 ROOM,84,C'WEALTH CL,01 TO 03,58.0,Standard,1967,316000.0,624.3062,506.1618801799502
2013-01,QUEENSTOWN,3 ROOM,88,C'WEALTH CL,01 TO 03,58.0,Standard,1967,326500.0,624.3062,522.9805502492206
2013-01,QUEENSTOWN,3 ROOM,82,C'WEALTH CL,01 TO 03,60.0,Standard,1967,335000.0,645.834,518.7091419776599
2013-01,QUEENSTOWN,3 ROOM,87,C'WEALTH CL,04 TO 06,58.0,Standard,1967,350000.0,624.3062,560.6223356423499
2013-01,QUEENSTOWN,3 ROOM,81,C'WEALTH CL,13 TO 15,60.0,Standard,1967,365000.0,645.834,565.1607069308832
2013-02,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,290000.0,602.7783999999999,481.105494158384
2013-02,GEYLANG,3 ROOM,22,BALAM RD,01 TO 03,60.0,Standard,1967,298000.0,645.834,461.4188785353512
2013-02,GEYLANG,3 ROOM,21,BALAM RD,10 TO 12,60.3,Standard,1967,303000.0,649.0631699999999,466.82667266423397
2013-02,GEYLANG,3 ROOM,63,CIRCUIT RD,07 TO 09,56.0,Standard,1967,310000.0,602.7783999999999,514.2851834106863
2013-02,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,324000.0,649.0631699999999,499.1809965122502
2013-02,QUEENSTOWN,3 ROOM,87,C'WEALTH CL,01 TO 03,58.0,Standard,1967,320000.0,624.3062,512.5689925872913
2013-02,QUEENSTOWN,3 ROOM,81,C'WEALTH CL,01 TO 03,60.0,Standard,1967,358000.0,645.834,554.3220084417978
2013-02,QUEENSTOWN,3 ROOM,90,C'WEALTH DR,10 TO 12,69.0,Standard,1967,408000.0,742.7090999999999,549.3402464033362
2013-02,TOA PAYOH,3 ROOM,112,LOR 1 TOA PAYOH,10 TO 12,65.0,Improved,1967,388000.0,699.6535,554.560221595404
2013-03,BUKIT MERAH,2 ROOM,28,HOY FATT RD,10 TO 12,47.0,Standard,1967,290000.0,505.9033,573.2320781461596
2013-03,BUKIT MERAH,3 ROOM,28,HOY FATT RD,01 TO 03,60.0,Standard,1967,335000.0,645.834,518.7091419776599
2013-03,GEYLANG,2 ROOM,66,CIRCUIT RD,07 TO 09,45.0,Standard,1967,275000.0,484.3755,567.7413494282845
2013-03,GEYLANG,3 ROOM,65,CIRCUIT RD,04 TO 06,59.0,Standard,1967,316000.0,635.0701,497.5828652616459
2013-03,GEYLANG,3 ROOM,20,BALAM RD,07 TO 09,60.3,Standard,1967,320000.0,649.0631699999999,493.0182681602471
2013-03,GEYLANG,3 ROOM,64,CIRCUIT RD,04 TO 06,59.0,Standard,1967,325000.0,635.0701,511.7545291456801
2013-03,QUEENSTOWN,3 ROOM,84,C'WEALTH CL,01 TO 03,66.0,Standard,1967,380000.0,710.4173999999999,534.8968085522681
2013-04,GEYLANG,2 ROOM,63,CIRCUIT RD,07 TO 09,45.0,Standard,1967,255000.0,484.3755,526.4510694698638
2013-04,GEYLANG,2 ROOM,62,CIRCUIT RD,07 TO 09,45.0,Standard,1967,267000.0,484.3755,551.2252374449162
2013-04,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,55.0,Standard,1967,295000.0,592.0145,498.2986058618497
2013-04,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.0,Standard,1967,303000.0,645.834,469.1608060275551
2013-04,GEYLANG,3 ROOM,22,BALAM RD,07 TO 09,60.0,Standard,1967,331000.0,645.834,512.5155999838968
2013-04,QUEENSTOWN,3 ROOM,90,C'WEALTH DR,01 TO 03,69.0,Standard,1967,370000.0,742.7090999999999,498.1762038461627
2013-04,QUEENSTOWN,3 ROOM,84,C'WEALTH CL,07 TO 09,58.0,Standard,1967,375000.0,624.3062,600.666788188232
2013-04,TOA PAYOH,2 ROOM,61,LOR 5 TOA PAYOH,01 TO 03,54.0,Improved,1967,297000.0,581.2506,510.96721448545605
2013-04,TOA PAYOH,3 ROOM,95,LOR 4 TOA PAYOH,04 TO 06,60.0,Standard,1967,342000.0,645.834,529.5478404667454
2013-05,BUKIT MERAH,3 ROOM,28,HOY FATT RD,07 TO 09,60.0,Standard,1967,351000.0,645.834,543.4833099527124
2013-05,GEYLANG,3 ROOM,66,CIRCUIT RD,04 TO 06,56.0,Standard,1967,310000.0,602.7783999999999,514.2851834106863
2013-05,GEYLANG,3 ROOM,66,CIRCUIT RD,04 TO 06,56.0,Standard,1967,313000.0,602.7783999999999,519.2621367985316
2013-05,GEYLANG,3 ROOM,24,BALAM RD,10 TO 12,60.0,Standard,1967,316000.0,645.834,489.2898175072852
2013-05,GEYLANG,3 ROOM,62,CIRCUIT RD,04 TO 06,56.0,Standard,1967,320000.0,602.7783999999999,530.8750280368375
2013-05,GEYLANG,3 ROOM,20,BALAM RD,07 TO 09,60.3,Standard,1967,328000.0,649.0631699999999,505.34372486425326
2013-05,GEYLANG,3 ROOM,64,CIRCUIT RD,07 TO 09,59.0,Standard,1967,330000.0,635.0701,519.6276757479213
2013-05,QUEENSTOWN,2 ROOM,81,C'WEALTH CL,04 TO 06,46.0,Standard,1967,270000.0,495.13939999999997,545.3009798856646
2013-05,QUEENSTOWN,3 ROOM,92,C'WEALTH DR,01 TO 03,60.0,Standard,1967,340000.0,645.834,526.4510694698638
2013-05,QUEENSTOWN,3 ROOM,93,C'WEALTH DR,01 TO 03,68.0,Standard,1967,345000.0,731.9452,471.3467620253538
2013-05,QUEENSTOWN,3 ROOM,92,C'WEALTH DR,01 TO 03,60.0,Standard,1967,346000.0,645.834,535.7413824605085
2013-05,QUEENSTOWN,3 ROOM,93,C'WEALTH DR,10 TO 12,60.0,Standard,1967,365000.0,645.834,565.1607069308832
2013-05,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,13 TO 15,60.0,Standard,1967,368000.0,645.834,569.8058634262055
2013-05,TOA PAYOH,2 ROOM,56,LOR 4 TOA PAYOH,10 TO 12,45.0,Standard,1967,310000.0,484.3755,639.9993393555206
2013-06,BUKIT MERAH,2 ROOM,28,JLN BT MERAH,04 TO 06,47.0,Standard,1967,296000.0,505.9033,585.0920521767697
2013-06,GEYLANG,3 ROOM,66,CIRCUIT RD,01 TO 03,55.0,Standard,1967,285000.0,592.0145,481.40712769704123
2013-06,GEYLANG,3 ROOM,66,CIRCUIT RD,01 TO 03,55.0,Standard,1967,310000.0,592.0145,523.6358231090624
2013-06,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,01 TO 03,60.0,Standard,1967,326000.0,645.834,504.77367249169293
2013-06,QUEENSTOWN,3 ROOM,88,C'WEALTH CL,04 TO 06,58.0,Standard,1967,330000.0,624.3062,528.5867736056441
2013-06,QUEENSTOWN,3 ROOM,88,C'WEALTH CL,07 TO 09,58.0,Standard,1967,365000.0,624.3062,584.6490071698792
2013-06,QUEENSTOWN,3 ROOM,92,C'WEALTH DR,04 TO 06,60.0,Standard,1967,375000.0,645.834,580.644561915291
2013-06,TOA PAYOH,2 ROOM,58,LOR 4 TOA PAYOH,01 TO 03,43.0,Standard,1967,250000.0,462.8477,540.1344762002707
2013-06,TOA PAYOH,3 ROOM,56,LOR 4 TOA PAYOH,07 TO 09,66.0,Standard,1967,348000.0,710.4173999999999,489.8528667794455
2013-07,BUKIT MERAH,3 ROOM,28,HOY FATT RD,13 TO 15,60.0,Standard,1967,375000.0,645.834,580.644561915291
2013-07,GEYLANG,3 ROOM,24,BALAM RD,07 TO 09,60.0,Standard,1967,303000.0,645.834,469.1608060275551
2013-07,GEYLANG,3 ROOM,64,CIRCUIT RD,01 TO 03,59.0,Standard,1967,315000.0,635.0701,496.00823594119765
2013-07,QUEENSTOWN,2 ROOM,82,C'WEALTH CL,10 TO 12,46.0,Standard,1967,287000.0,495.13939999999997,579.6347452858731
2013-07,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,10 TO 12,60.0,Standard,1967,346000.0,645.834,535.7413824605085
2013-07,QUEENSTOWN,3 ROOM,84,C'WEALTH CL,07 TO 09,58.0,Standard,1967,363999.0,624.3062,583.045627289942
2013-07,TOA PAYOH,3 ROOM,115,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1967,380000.0,699.6535,543.1259902223029
2013-08,GEYLANG,3 ROOM,19,BALAM RD,04 TO 06,60.3,Standard,1967,296000.0,649.0631699999999,456.0418980482286
2013-08,GEYLANG,3 ROOM,62,CIRCUIT RD,10 TO 12,56.0,Standard,1967,311000.0,602.7783999999999,515.9441678733015
2013-08,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.3,Standard,1967,313000.0,649.0631699999999,482.2334935442417
2013-08,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,315000.0,602.7783999999999,522.5801057237619
2013-08,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,320000.0,602.7783999999999,530.8750280368375
2013-08,GEYLANG,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,322000.0,649.0631699999999,496.09963233624865
2013-08,QUEENSTOWN,3 ROOM,83,C'WEALTH CL,07 TO 09,60.0,Standard,1967,345000.0,645.834,534.1929969620677
2013-08,QUEENSTOWN,3 ROOM,84,C'WEALTH CL,01 TO 03,58.0,Standard,1967,360000.0,624.3062,576.6401166607027
2013-08,QUEENSTOWN,3 ROOM,85,C'WEALTH CL,04 TO 06,58.0,Standard,1967,365000.0,624.3062,584.6490071698792
2013-08,QUEENSTOWN,3 ROOM,81,C'WEALTH CL,07 TO 09,71.0,Standard,1967,405000.0,764.2369,529.9403889029697
2013-08,TOA PAYOH,3 ROOM,110,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1967,337000.0,699.6535,481.6669965918844
2013-08,TOA PAYOH,3 ROOM,114,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1967,345000.0,699.6535,493.1012279649855
2013-08,TOA PAYOH,3 ROOM,115,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1967,398000.0,699.6535,568.8530108117805
2013-09,GEYLANG,3 ROOM,22,BALAM RD,07 TO 09,60.0,Standard,1967,305000.0,645.834,472.25757702443667
2013-09,GEYLANG,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,328000.0,649.0631699999999,505.34372486425326
2013-09,QUEENSTOWN,3 ROOM,86,C'WEALTH CL,01 TO 03,63.0,Standard,1967,306000.0,678.1256999999999,451.24377383131184
2013-09,QUEENSTOWN,3 ROOM,94,C'WEALTH DR,01 TO 03,60.0,Standard,1967,320500.0,645.834,496.2575522502687
2013-09,QUEENSTOWN,3 ROOM,89,C'WEALTH DR,01 TO 03,60.0,Standard,1967,337000.0,645.834,521.8059129745415
2013-09,QUEENSTOWN,3 ROOM,85,C'WEALTH CL,01 TO 03,58.0,Standard,1967,341000.0,624.3062,546.2063327258323
2013-09,QUEENSTOWN,3 ROOM,88,C'WEALTH CL,07 TO 09,66.0,Standard,1967,370000.0,710.4173999999999,520.820576748261
2013-09,QUEENSTOWN,3 ROOM,86,C'WEALTH CL,04 TO 06,69.0,Standard,1967,383000.0,742.7090999999999,515.6796920894062
