Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,storey_midpoint,address,Tranc_Year,Tranc_Month,flat_type_model
2017-01,ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,288500.0,2,"534, ANG MO KIO AVE 10",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,233,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1977,295000.0,11,"233, ANG MO KIO AVE 3",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,235,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,295000.0,5,"235, ANG MO KIO AVE 3",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1977,297000.0,8,"219, ANG MO KIO AVE 1",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,536,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,298000.0,8,"536, ANG MO KIO AVE 10",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,298000.0,5,"230, ANG MO KIO AVE 3",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1979,300000.0,11,"570, ANG MO KIO AVE 3",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1980,301000.0,5,"624, ANG MO KIO AVE 4",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,441,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,306000.0,8,"441, ANG MO KIO AVE 10",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,625,ANG MO KIO AVE 9,04 TO 06,68.0,New Generation,1980,312000.0,5,"625, ANG MO KIO AVE 9",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,119,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1978,312000.0,8,"119, ANG MO KIO AVE 3",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,255,ANG MO KIO AVE 4,04 TO 06,73.0,New Generation,1977,321000.0,5,"255, ANG MO KIO AVE 4",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,432,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,325000.0,11,"432, ANG MO KIO AVE 10",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,211,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1977,325000.0,2,"211, ANG MO KIO AVE 3",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,584,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,328000.0,5,"584, ANG MO KIO AVE 3",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,118,ANG MO KIO AVE 4,07 TO 09,74.0,New Generation,1978,330000.0,8,"118, ANG MO KIO AVE 4",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,07 TO 09,68.0,New Generation,1981,330000.0,8,"333, ANG MO KIO AVE 1",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,10 TO 12,73.0,New Generation,1977,335000.0,11,"256, ANG MO KIO AVE 4",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,07 TO 09,68.0,New Generation,1981,338000.0,8,"330, ANG MO KIO AVE 1",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,10 TO 12,82.0,New Generation,1980,366000.0,11,"557, ANG MO KIO AVE 10",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,302,ANG MO KIO AVE 3,10 TO 12,73.0,New Generation,1978,373000.0,11,"302, ANG MO KIO AVE 3",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,07 TO 09,82.0,New Generation,1980,375000.0,8,"575, ANG MO KIO AVE 10",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,3 ROOM,509,ANG MO KIO AVE 8,01 TO 03,81.0,New Generation,1980,390000.0,2,"509, ANG MO KIO AVE 8",2017,1,3 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,472,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,400000.0,11,"472, ANG MO KIO AVE 10",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,475,ANG MO KIO AVE 10,07 TO 09,91.0,New Generation,1979,400000.0,8,"475, ANG MO KIO AVE 10",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,629,ANG MO KIO AVE 4,01 TO 03,94.0,New Generation,1981,403000.0,2,"629, ANG MO KIO AVE 4",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,546,ANG MO KIO AVE 10,01 TO 03,92.0,New Generation,1981,410000.0,2,"546, ANG MO KIO AVE 10",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,131,ANG MO KIO AVE 3,01 TO 03,98.0,New Generation,1979,425888.0,2,"131, ANG MO KIO AVE 3",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,254,ANG MO KIO AVE 4,04 TO 06,97.0,New Generation,1977,430000.0,5,"254, ANG MO KIO AVE 4",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,470,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1979,435000.0,5,"470, ANG MO KIO AVE 10",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,601,ANG MO KIO AVE 5,04 TO 06,91.0,New Generation,1980,435000.0,5,"601, ANG MO KIO AVE 5",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,463,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1980,440000.0,5,"463, ANG MO KIO AVE 10",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,97.0,New Generation,1976,460000.0,5,"207, ANG MO KIO AVE 1",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,304,ANG MO KIO AVE 1,10 TO 12,97.0,New Generation,1977,518000.0,11,"304, ANG MO KIO AVE 1",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,646,ANG MO KIO AVE 6,10 TO 12,99.0,New Generation,1980,518000.0,11,"646, ANG MO KIO AVE 6",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,328,ANG MO KIO AVE 3,10 TO 12,98.0,New Generation,1978,560000.0,11,"328, ANG MO KIO AVE 3",2017,1,4 ROOM New Generation
2017-01,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,13 TO 15,90.0,DBSS,2011,688000.0,14,"588C, ANG MO KIO ST 52",2017,1,4 ROOM DBSS
2017-01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,19 TO 21,91.0,DBSS,2011,730000.0,20,"588D, ANG MO KIO ST 52",2017,1,4 ROOM DBSS
2017-01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,22 TO 24,91.0,DBSS,2011,756000.0,23,"588D, ANG MO KIO ST 52",2017,1,4 ROOM DBSS
2017-01,ANG MO KIO,5 ROOM,101,ANG MO KIO AVE 3,01 TO 03,117.0,Standard,1978,500000.0,2,"101, ANG MO KIO AVE 3",2017,1,5 ROOM Standard
2017-01,ANG MO KIO,5 ROOM,430,ANG MO KIO AVE 3,13 TO 15,119.0,Improved,1979,668000.0,14,"430, ANG MO KIO AVE 3",2017,1,5 ROOM Improved
2017-01,ANG MO KIO,5 ROOM,520,ANG MO KIO AVE 5,19 TO 21,118.0,Improved,1980,668000.0,20,"520, ANG MO KIO AVE 5",2017,1,5 ROOM Improved
2017-01,ANG MO KIO,5 ROOM,716,ANG MO KIO AVE 6,13 TO 15,119.0,Improved,1980,725000.0,14,"716, ANG MO KIO AVE 6",2017,1,5 ROOM Improved
2017-01,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,10 TO 12,112.0,DBSS,2011,770000.0,11,"588A, ANG MO KIO ST 52",2017,1,5 ROOM DBSS
2017-01,ANG MO KIO,5 ROOM,310A,ANG MO KIO AVE 1,10 TO 12,121.0,Improved,2012,832000.0,11,"310A, ANG MO KIO AVE 1",2017,1,5 ROOM Improved
2017-01,ANG MO KIO,EXECUTIVE,613,ANG MO KIO AVE 4,07 TO 09,147.0,Apartment,1996,888000.0,8,"613, ANG MO KIO AVE 4",2017,1,EXECUTIVE Apartment
2017-01,BEDOK,2 ROOM,101,BEDOK NTH AVE 4,04 TO 06,45.0,Improved,1978,238000.0,5,"101, BEDOK NTH AVE 4",2017,1,2 ROOM Improved
2017-01,BEDOK,3 ROOM,548,BEDOK NTH AVE 1,04 TO 06,68.0,New Generation,1980,272000.0,5,"548, BEDOK NTH AVE 1",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,75,BEDOK NTH RD,07 TO 09,59.0,Improved,1978,278000.0,8,"75, BEDOK NTH RD",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,01 TO 03,68.0,New Generation,1980,280000.0,2,"550, BEDOK NTH AVE 1",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,1,BEDOK STH AVE 1,01 TO 03,59.0,Improved,1976,280000.0,2,"1, BEDOK STH AVE 1",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,151,BEDOK RESERVOIR RD,04 TO 06,63.0,Simplified,1988,281000.0,5,"151, BEDOK RESERVOIR RD",2017,1,3 ROOM Simplified
2017-01,BEDOK,3 ROOM,54,CHAI CHEE ST,04 TO 06,68.0,New Generation,1981,285000.0,5,"54, CHAI CHEE ST",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,50,CHAI CHEE ST,04 TO 06,68.0,New Generation,1981,285000.0,5,"50, CHAI CHEE ST",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,105,BEDOK RESERVOIR RD,10 TO 12,70.0,New Generation,1985,287000.0,11,"105, BEDOK RESERVOIR RD",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,528,BEDOK NTH ST 3,13 TO 15,68.0,New Generation,1979,290000.0,14,"528, BEDOK NTH ST 3",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,534,BEDOK NTH ST 3,10 TO 12,60.0,Improved,1986,290000.0,11,"534, BEDOK NTH ST 3",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,04 TO 06,68.0,New Generation,1980,293000.0,5,"550, BEDOK NTH AVE 1",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,77,BEDOK NTH RD,10 TO 12,60.0,Improved,1986,300000.0,11,"77, BEDOK NTH RD",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,116,BEDOK RESERVOIR RD,10 TO 12,67.0,New Generation,1986,300000.0,11,"116, BEDOK RESERVOIR RD",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,18,BEDOK STH RD,13 TO 15,65.0,Improved,1976,300000.0,14,"18, BEDOK STH RD",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,40,CHAI CHEE AVE,07 TO 09,65.0,Improved,1974,300000.0,8,"40, CHAI CHEE AVE",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,57,NEW UPP CHANGI RD,13 TO 15,60.0,Improved,1985,300000.0,14,"57, NEW UPP CHANGI RD",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,57,NEW UPP CHANGI RD,07 TO 09,60.0,Improved,1985,301888.0,8,"57, NEW UPP CHANGI RD",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,105,BEDOK NTH AVE 4,04 TO 06,67.0,New Generation,1977,305000.0,5,"105, BEDOK NTH AVE 4",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,07 TO 09,68.0,New Generation,1981,310000.0,8,"709, BEDOK RESERVOIR RD",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,42,CHAI CHEE ST,01 TO 03,67.0,New Generation,1985,310000.0,2,"42, CHAI CHEE ST",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,07 TO 09,68.0,New Generation,1981,310000.0,8,"709, BEDOK RESERVOIR RD",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,55,CHAI CHEE DR,04 TO 06,75.0,Model A,1984,310000.0,5,"55, CHAI CHEE DR",2017,1,3 ROOM Model A
2017-01,BEDOK,3 ROOM,75,BEDOK NTH RD,07 TO 09,70.0,Improved,1978,312000.0,8,"75, BEDOK NTH RD",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,10 TO 12,65.0,Improved,1976,312000.0,11,"2, BEDOK STH AVE 1",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,37,CHAI CHEE AVE,04 TO 06,66.0,Improved,1983,312000.0,5,"37, CHAI CHEE AVE",2017,1,3 ROOM Improved
2017-01,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,07 TO 09,68.0,New Generation,1981,313000.0,8,"709, BEDOK RESERVOIR RD",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,425,BEDOK NTH RD,10 TO 12,67.0,New Generation,1979,332000.0,11,"425, BEDOK NTH RD",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,117,BEDOK NTH RD,04 TO 06,73.0,New Generation,1978,336000.0,5,"117, BEDOK NTH RD",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,423,BEDOK NTH AVE 1,10 TO 12,82.0,New Generation,1979,358000.0,11,"423, BEDOK NTH AVE 1",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,42,CHAI CHEE ST,01 TO 03,82.0,New Generation,1985,360000.0,2,"42, CHAI CHEE ST",2017,1,3 ROOM New Generation
2017-01,BEDOK,3 ROOM,533,BEDOK NTH ST 3,04 TO 06,82.0,New Generation,1980,365000.0,5,"533, BEDOK NTH ST 3",2017,1,3 ROOM New Generation
2017-01,BEDOK,4 ROOM,149,BEDOK RESERVOIR RD,04 TO 06,84.0,Simplified,1987,350000.0,5,"149, BEDOK RESERVOIR RD",2017,1,4 ROOM Simplified
2017-01,BEDOK,4 ROOM,35,BEDOK STH AVE 2,13 TO 15,90.0,Improved,1977,350000.0,14,"35, BEDOK STH AVE 2",2017,1,4 ROOM Improved
2017-01,BEDOK,4 ROOM,42,BEDOK STH RD,04 TO 06,84.0,Improved,1977,350000.0,5,"42, BEDOK STH RD",2017,1,4 ROOM Improved
2017-01,BEDOK,4 ROOM,34,BEDOK STH AVE 2,10 TO 12,90.0,Improved,1977,358000.0,11,"34, BEDOK STH AVE 2",2017,1,4 ROOM Improved
2017-01,BEDOK,4 ROOM,7,BEDOK STH AVE 2,04 TO 06,82.0,Improved,1976,358000.0,5,"7, BEDOK STH AVE 2",2017,1,4 ROOM Improved
2017-01,BEDOK,4 ROOM,8,BEDOK STH AVE 2,13 TO 15,82.0,Improved,1976,375000.0,14,"8, BEDOK STH AVE 2",2017,1,4 ROOM Improved
2017-01,BEDOK,4 ROOM,80,BEDOK NTH RD,01 TO 03,91.0,New Generation,1978,380000.0,2,"80, BEDOK NTH RD",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,78,BEDOK NTH RD,04 TO 06,91.0,New Generation,1978,382000.0,5,"78, BEDOK NTH RD",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,135,BEDOK RESERVOIR RD,07 TO 09,84.0,Simplified,1987,384000.0,8,"135, BEDOK RESERVOIR RD",2017,1,4 ROOM Simplified
2017-01,BEDOK,4 ROOM,148,BEDOK RESERVOIR RD,13 TO 15,84.0,Simplified,1987,385000.0,14,"148, BEDOK RESERVOIR RD",2017,1,4 ROOM Simplified
2017-01,BEDOK,4 ROOM,81,BEDOK NTH RD,01 TO 03,91.0,New Generation,1978,390000.0,2,"81, BEDOK NTH RD",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,142,BEDOK RESERVOIR RD,07 TO 09,84.0,Simplified,1986,392000.0,8,"142, BEDOK RESERVOIR RD",2017,1,4 ROOM Simplified
2017-01,BEDOK,4 ROOM,142,BEDOK RESERVOIR RD,07 TO 09,84.0,Simplified,1986,395000.0,8,"142, BEDOK RESERVOIR RD",2017,1,4 ROOM Simplified
2017-01,BEDOK,4 ROOM,124,BEDOK NTH RD,07 TO 09,92.0,New Generation,1978,395000.0,8,"124, BEDOK NTH RD",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,705,BEDOK NTH RD,01 TO 03,91.0,New Generation,1980,410000.0,2,"705, BEDOK NTH RD",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,554,BEDOK NTH ST 3,04 TO 06,93.0,New Generation,1980,412000.0,5,"554, BEDOK NTH ST 3",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,602,BEDOK RESERVOIR RD,07 TO 09,98.0,New Generation,1982,420000.0,8,"602, BEDOK RESERVOIR RD",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,81,BEDOK NTH RD,13 TO 15,91.0,New Generation,1978,425000.0,14,"81, BEDOK NTH RD",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,508,BEDOK NTH AVE 3,10 TO 12,92.0,New Generation,1978,430000.0,11,"508, BEDOK NTH AVE 3",2017,1,4 ROOM New Generation
2017-01,BEDOK,4 ROOM,720,BEDOK RESERVOIR RD,04 TO 06,104.0,Model A,1984,430000.0,5,"720, BEDOK RESERVOIR RD",2017,1,4 ROOM Model A
2017-01,BEDOK,4 ROOM,765,BEDOK RESERVOIR VIEW,04 TO 06,105.0,Premium Apartment,2000,480000.0,5,"765, BEDOK RESERVOIR VIEW",2017,1,4 ROOM Premium Apartment
2017-01,BEDOK,4 ROOM,10,CHAI CHEE RD,13 TO 15,90.0,Model A,2001,499000.0,14,"10, CHAI CHEE RD",2017,1,4 ROOM Model A
2017-01,BEDOK,4 ROOM,185,BEDOK NTH RD,07 TO 09,92.0,Model A,2005,580000.0,8,"185, BEDOK NTH RD",2017,1,4 ROOM Model A
2017-01,BEDOK,4 ROOM,111,LENGKONG TIGA,04 TO 06,104.0,Model A,1989,625000.0,5,"111, LENGKONG TIGA",2017,1,4 ROOM Model A
2017-01,BEDOK,4 ROOM,220B,BEDOK CTRL,10 TO 12,97.0,Model A,2010,671000.0,11,"220B, BEDOK CTRL",2017,1,4 ROOM Model A
2017-01,BEDOK,5 ROOM,603,BEDOK RESERVOIR RD,01 TO 03,120.0,Improved,1982,485000.0,2,"603, BEDOK RESERVOIR RD",2017,1,5 ROOM Improved
2017-01,BEDOK,5 ROOM,21,CHAI CHEE RD,07 TO 09,130.0,Adjoined flat,1972,530000.0,8,"21, CHAI CHEE RD",2017,1,5 ROOM Adjoined flat
2017-01,BEDOK,5 ROOM,672,JLN DAMAI,04 TO 06,132.0,Model A,1996,550000.0,5,"672, JLN DAMAI",2017,1,5 ROOM Model A
2017-01,BEDOK,5 ROOM,415,BEDOK NTH AVE 2,16 TO 18,119.0,Improved,1978,604000.0,17,"415, BEDOK NTH AVE 2",2017,1,5 ROOM Improved
2017-01,BEDOK,5 ROOM,763,BEDOK RESERVOIR VIEW,16 TO 18,115.0,Premium Apartment,2000,610000.0,17,"763, BEDOK RESERVOIR VIEW",2017,1,5 ROOM Premium Apartment
2017-01,BEDOK,5 ROOM,805,CHAI CHEE RD,13 TO 15,122.0,Improved,1993,610000.0,14,"805, CHAI CHEE RD",2017,1,5 ROOM Improved
2017-01,BEDOK,5 ROOM,723,BEDOK RESERVOIR RD,04 TO 06,137.0,Model A-Maisonette,1984,633000.0,5,"723, BEDOK RESERVOIR RD",2017,1,5 ROOM Model A-Maisonette
2017-01,BEDOK,5 ROOM,722,BEDOK RESERVOIR RD,01 TO 03,139.0,Model A-Maisonette,1984,660000.0,2,"722, BEDOK RESERVOIR RD",2017,1,5 ROOM Model A-Maisonette
2017-01,BEDOK,5 ROOM,219C,BEDOK CTRL,13 TO 15,112.0,Improved,2010,795000.0,14,"219C, BEDOK CTRL",2017,1,5 ROOM Improved
2017-01,BEDOK,EXECUTIVE,640,BEDOK RESERVOIR RD,04 TO 06,143.0,Apartment,1993,668000.0,5,"640, BEDOK RESERVOIR RD",2017,1,EXECUTIVE Apartment
2017-01,BEDOK,EXECUTIVE,160,BEDOK STH AVE 3,01 TO 03,146.0,Maisonette,1986,670000.0,2,"160, BEDOK STH AVE 3",2017,1,EXECUTIVE Maisonette
2017-01,BEDOK,EXECUTIVE,640,BEDOK RESERVOIR RD,10 TO 12,145.0,Apartment,1993,725000.0,11,"640, BEDOK RESERVOIR RD",2017,1,EXECUTIVE Apartment
2017-01,BEDOK,EXECUTIVE,94C,BEDOK NTH AVE 4,10 TO 12,141.0,Apartment,1993,730000.0,11,"94C, BEDOK NTH AVE 4",2017,1,EXECUTIVE Apartment
2017-01,BISHAN,3 ROOM,22,SIN MING RD,10 TO 12,68.0,Improved,1973,275000.0,11,"22, SIN MING RD",2017,1,3 ROOM Improved
2017-01,BISHAN,3 ROOM,407,SIN MING AVE,10 TO 12,64.0,Simplified,1986,320000.0,11,"407, SIN MING AVE",2017,1,3 ROOM Simplified
2017-01,BISHAN,3 ROOM,105,BISHAN ST 12,04 TO 06,64.0,Simplified,1985,395000.0,5,"105, BISHAN ST 12",2017,1,3 ROOM Simplified
2017-01,BISHAN,4 ROOM,167,BISHAN ST 13,04 TO 06,84.0,Simplified,1988,380000.0,5,"167, BISHAN ST 13",2017,1,4 ROOM Simplified
2017-01,BISHAN,4 ROOM,167,BISHAN ST 13,04 TO 06,84.0,Simplified,1988,475000.0,5,"167, BISHAN ST 13",2017,1,4 ROOM Simplified
2017-01,BISHAN,4 ROOM,111,BISHAN ST 12,04 TO 06,84.0,Simplified,1986,510000.0,5,"111, BISHAN ST 12",2017,1,4 ROOM Simplified
2017-01,BISHAN,4 ROOM,181,BISHAN ST 13,04 TO 06,83.0,Simplified,1987,513000.0,5,"181, BISHAN ST 13",2017,1,4 ROOM Simplified
2017-01,BISHAN,4 ROOM,166,BISHAN ST 13,01 TO 03,84.0,Simplified,1987,520000.0,2,"166, BISHAN ST 13",2017,1,4 ROOM Simplified
2017-01,BISHAN,4 ROOM,109,BISHAN ST 12,07 TO 09,84.0,Simplified,1985,530000.0,8,"109, BISHAN ST 12",2017,1,4 ROOM Simplified
2017-01,BISHAN,4 ROOM,115,BISHAN ST 12,07 TO 09,84.0,Simplified,1986,533000.0,8,"115, BISHAN ST 12",2017,1,4 ROOM Simplified
2017-01,BISHAN,4 ROOM,181,BISHAN ST 13,01 TO 03,83.0,Simplified,1987,583000.0,2,"181, BISHAN ST 13",2017,1,4 ROOM Simplified
2017-01,BISHAN,4 ROOM,260,BISHAN ST 22,13 TO 15,108.0,Model A,1992,625000.0,14,"260, BISHAN ST 22",2017,1,4 ROOM Model A
2017-01,BISHAN,4 ROOM,275A,BISHAN ST 24,34 TO 36,95.0,DBSS,2011,808000.0,35,"275A, BISHAN ST 24",2017,1,4 ROOM DBSS
2017-01,BISHAN,5 ROOM,214,BISHAN ST 23,04 TO 06,139.0,Model A,1992,650000.0,5,"214, BISHAN ST 23",2017,1,5 ROOM Model A
2017-01,BISHAN,5 ROOM,182,BISHAN ST 13,01 TO 03,121.0,Improved,1987,658740.0,2,"182, BISHAN ST 13",2017,1,5 ROOM Improved
2017-01,BISHAN,5 ROOM,448,BRIGHT HILL DR,07 TO 09,123.0,Improved,1990,700000.0,8,"448, BRIGHT HILL DR",2017,1,5 ROOM Improved
2017-01,BISHAN,5 ROOM,402,SIN MING AVE,22 TO 24,120.0,Improved,1986,728888.0,23,"402, SIN MING AVE",2017,1,5 ROOM Improved
2017-01,BISHAN,5 ROOM,128,BISHAN ST 12,07 TO 09,121.0,Improved,1987,730000.0,8,"128, BISHAN ST 12",2017,1,5 ROOM Improved
2017-01,BISHAN,5 ROOM,303,SHUNFU RD,07 TO 09,121.0,Improved,1985,760000.0,8,"303, SHUNFU RD",2017,1,5 ROOM Improved
2017-01,BISHAN,5 ROOM,275A,BISHAN ST 24,04 TO 06,120.0,DBSS,2011,830000.0,5,"275A, BISHAN ST 24",2017,1,5 ROOM DBSS
2017-01,BISHAN,EXECUTIVE,231,BISHAN ST 23,04 TO 06,146.0,Maisonette,1992,888000.0,5,"231, BISHAN ST 23",2017,1,EXECUTIVE Maisonette
2017-01,BISHAN,EXECUTIVE,134,BISHAN ST 12,04 TO 06,143.0,Maisonette,1986,895000.0,5,"134, BISHAN ST 12",2017,1,EXECUTIVE Maisonette
2017-01,BUKIT BATOK,3 ROOM,342,BT BATOK ST 34,01 TO 03,64.0,Simplified,1987,255000.0,2,"342, BT BATOK ST 34",2017,1,3 ROOM Simplified
2017-01,BUKIT BATOK,3 ROOM,530,BT BATOK ST 51,04 TO 06,64.0,Simplified,1987,255000.0,5,"530, BT BATOK ST 51",2017,1,3 ROOM Simplified
