Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,storey_midpoint,address,Tranc_Year,Tranc_Month,flat_type_model
2018-01,ANG MO KIO,3 ROOM,513,ANG MO KIO AVE 8,04 TO 06,67.0,New Generation,1984,340000.0,5,"513, ANG MO KIO AVE 8",2018,1,3 ROOM New Generation
2018-01,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,07 TO 09,82.0,New Generation,1979,348000.0,8,"442, ANG MO KIO AVE 10",2018,1,3 ROOM New Generation
2018-01,ANG MO KIO,3 ROOM,348,ANG MO KIO AVE 3,07 TO 09,73.0,New Generation,1978,355000.0,8,"348, ANG MO KIO AVE 3",2018,1,3 ROOM New Generation
2018-01,ANG MO KIO,3 ROOM,440,ANG MO KIO AVE 10,10 TO 12,82.0,New Generation,1979,360000.0,11,"440, ANG MO KIO AVE 10",2018,1,3 ROOM New Generation
2018-01,ANG MO KIO,3 ROOM,549,ANG MO KIO AVE 10,10 TO 12,82.0,New Generation,1981,360000.0,11,"549, ANG MO KIO AVE 10",2018,1,3 ROOM New Generation
2018-01,ANG MO KIO,3 ROOM,576,ANG MO KIO AVE 10,13 TO 15,82.0,New Generation,1980,365000.0,14,"576, ANG MO KIO AVE 10",2018,1,3 ROOM New Generation
2018-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,04 TO 06,92.0,New Generation,1978,410000.0,5,"428, ANG MO KIO AVE 3",2018,1,4 ROOM New Generation
2018-01,ANG MO KIO,4 ROOM,204,ANG MO KIO AVE 3,07 TO 09,92.0,New Generation,1977,435000.0,8,"204, ANG MO KIO AVE 3",2018,1,4 ROOM New Generation
2018-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,98.0,New Generation,1976,438000.0,5,"207, ANG MO KIO AVE 1",2018,1,4 ROOM New Generation
2018-01,ANG MO KIO,4 ROOM,609,ANG MO KIO AVE 4,04 TO 06,102.0,Model A,1993,448000.0,5,"609, ANG MO KIO AVE 4",2018,1,4 ROOM Model A
2018-01,ANG MO KIO,4 ROOM,124,ANG MO KIO AVE 6,10 TO 12,92.0,New Generation,1979,450000.0,11,"124, ANG MO KIO AVE 6",2018,1,4 ROOM New Generation
2018-01,ANG MO KIO,4 ROOM,426,ANG MO KIO AVE 3,07 TO 09,92.0,New Generation,1978,460000.0,8,"426, ANG MO KIO AVE 3",2018,1,4 ROOM New Generation
2018-01,ANG MO KIO,4 ROOM,325,ANG MO KIO AVE 3,10 TO 12,98.0,New Generation,1978,503000.0,11,"325, ANG MO KIO AVE 3",2018,1,4 ROOM New Generation
2018-01,ANG MO KIO,4 ROOM,326,ANG MO KIO AVE 3,10 TO 12,92.0,New Generation,1977,548000.0,11,"326, ANG MO KIO AVE 3",2018,1,4 ROOM New Generation
2018-01,ANG MO KIO,4 ROOM,309A,ANG MO KIO ST 31,04 TO 06,95.0,Model A,2006,575000.0,5,"309A, ANG MO KIO ST 31",2018,1,4 ROOM Model A
2018-01,ANG MO KIO,4 ROOM,307C,ANG MO KIO AVE 1,16 TO 18,88.0,Model A,2012,635000.0,17,"307C, ANG MO KIO AVE 1",2018,1,4 ROOM Model A
2018-01,ANG MO KIO,5 ROOM,539,ANG MO KIO AVE 10,04 TO 06,118.0,Improved,1980,530000.0,5,"539, ANG MO KIO AVE 10",2018,1,5 ROOM Improved
2018-01,ANG MO KIO,5 ROOM,402,ANG MO KIO AVE 10,16 TO 18,119.0,Improved,1979,560000.0,17,"402, ANG MO KIO AVE 10",2018,1,5 ROOM Improved
2018-01,ANG MO KIO,5 ROOM,458,ANG MO KIO AVE 10,16 TO 18,120.0,Improved,1980,568888.0,17,"458, ANG MO KIO AVE 10",2018,1,5 ROOM Improved
2018-01,ANG MO KIO,5 ROOM,618,ANG MO KIO AVE 4,04 TO 06,137.0,Model A,1996,590000.0,5,"618, ANG MO KIO AVE 4",2018,1,5 ROOM Model A
2018-01,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,04 TO 06,112.0,DBSS,2011,608000.0,5,"588D, ANG MO KIO ST 52",2018,1,5 ROOM DBSS
2018-01,ANG MO KIO,5 ROOM,553,ANG MO KIO AVE 10,22 TO 24,119.0,Improved,1980,630000.0,23,"553, ANG MO KIO AVE 10",2018,1,5 ROOM Improved
2018-01,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,19 TO 21,117.0,DBSS,2011,873388.0,20,"588C, ANG MO KIO ST 52",2018,1,5 ROOM DBSS
2018-01,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,28 TO 30,120.0,DBSS,2011,875000.0,29,"588B, ANG MO KIO ST 52",2018,1,5 ROOM DBSS
2018-01,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,22 TO 24,120.0,DBSS,2011,880000.0,23,"588A, ANG MO KIO ST 52",2018,1,5 ROOM DBSS
2018-01,ANG MO KIO,EXECUTIVE,452,ANG MO KIO AVE 10,01 TO 03,151.0,Adjoined flat,1979,660000.0,2,"452, ANG MO KIO AVE 10",2018,1,EXECUTIVE Adjoined flat
2018-01,BEDOK,2 ROOM,534,BEDOK NTH ST 3,04 TO 06,45.0,Improved,1986,245000.0,5,"534, BEDOK NTH ST 3",2018,1,2 ROOM Improved
2018-01,BEDOK,3 ROOM,510,BEDOK NTH ST 3,04 TO 06,67.0,New Generation,1979,240000.0,5,"510, BEDOK NTH ST 3",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,76,BEDOK NTH RD,10 TO 12,59.0,Improved,1978,245000.0,11,"76, BEDOK NTH RD",2018,1,3 ROOM Improved
2018-01,BEDOK,3 ROOM,168,BEDOK STH AVE 3,01 TO 03,64.0,Simplified,1986,262500.0,2,"168, BEDOK STH AVE 3",2018,1,3 ROOM Simplified
2018-01,BEDOK,3 ROOM,105,BEDOK NTH AVE 4,07 TO 09,67.0,New Generation,1977,265000.0,8,"105, BEDOK NTH AVE 4",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,3,BEDOK STH AVE 1,04 TO 06,59.0,Improved,1976,265000.0,5,"3, BEDOK STH AVE 1",2018,1,3 ROOM Improved
2018-01,BEDOK,3 ROOM,28,NEW UPP CHANGI RD,01 TO 03,65.0,Improved,1977,275000.0,2,"28, NEW UPP CHANGI RD",2018,1,3 ROOM Improved
2018-01,BEDOK,3 ROOM,529,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1979,280000.0,5,"529, BEDOK NTH ST 3",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,01 TO 03,65.0,Improved,1976,285000.0,2,"2, BEDOK STH AVE 1",2018,1,3 ROOM Improved
2018-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,07 TO 09,65.0,Improved,1976,290000.0,8,"2, BEDOK STH AVE 1",2018,1,3 ROOM Improved
2018-01,BEDOK,3 ROOM,536,BEDOK NTH ST 3,07 TO 09,68.0,New Generation,1980,293000.0,8,"536, BEDOK NTH ST 3",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,615,BEDOK RESERVOIR RD,07 TO 09,68.0,New Generation,1981,295000.0,8,"615, BEDOK RESERVOIR RD",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,55,CHAI CHEE DR,10 TO 12,75.0,Model A,1984,300000.0,11,"55, CHAI CHEE DR",2018,1,3 ROOM Model A
2018-01,BEDOK,3 ROOM,117,BEDOK RESERVOIR RD,07 TO 09,67.0,New Generation,1985,303000.0,8,"117, BEDOK RESERVOIR RD",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,608,BEDOK RESERVOIR RD,04 TO 06,67.0,New Generation,1982,305000.0,5,"608, BEDOK RESERVOIR RD",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,703,BEDOK RESERVOIR RD,04 TO 06,68.0,New Generation,1980,305000.0,5,"703, BEDOK RESERVOIR RD",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,55,CHAI CHEE DR,07 TO 09,76.0,Model A,1984,310000.0,8,"55, CHAI CHEE DR",2018,1,3 ROOM Model A
2018-01,BEDOK,3 ROOM,89,BEDOK NTH ST 4,01 TO 03,82.0,New Generation,1978,318000.0,2,"89, BEDOK NTH ST 4",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,702,BEDOK RESERVOIR RD,10 TO 12,68.0,New Generation,1980,330000.0,11,"702, BEDOK RESERVOIR RD",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,117,BEDOK NTH RD,04 TO 06,88.0,New Generation,1978,357000.0,5,"117, BEDOK NTH RD",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,409,BEDOK NTH AVE 2,04 TO 06,68.0,New Generation,1980,360000.0,5,"409, BEDOK NTH AVE 2",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,204,BEDOK NTH ST 1,04 TO 06,68.0,New Generation,1979,372000.0,5,"204, BEDOK NTH ST 1",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,117,BEDOK NTH RD,10 TO 12,88.0,New Generation,1978,375000.0,11,"117, BEDOK NTH RD",2018,1,3 ROOM New Generation
2018-01,BEDOK,3 ROOM,24,NEW UPP CHANGI RD,10 TO 12,88.0,New Generation,1978,440000.0,11,"24, NEW UPP CHANGI RD",2018,1,3 ROOM New Generation
2018-01,BEDOK,4 ROOM,54,CHAI CHEE ST,04 TO 06,91.0,New Generation,1981,355000.0,5,"54, CHAI CHEE ST",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,150,BEDOK RESERVOIR RD,04 TO 06,84.0,Simplified,1988,360000.0,5,"150, BEDOK RESERVOIR RD",2018,1,4 ROOM Simplified
2018-01,BEDOK,4 ROOM,141,BEDOK RESERVOIR RD,07 TO 09,84.0,Simplified,1986,370000.0,8,"141, BEDOK RESERVOIR RD",2018,1,4 ROOM Simplified
2018-01,BEDOK,4 ROOM,117,BEDOK NTH RD,07 TO 09,89.0,New Generation,1978,375000.0,8,"117, BEDOK NTH RD",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,132,BEDOK RESERVOIR RD,10 TO 12,84.0,Simplified,1987,398000.0,11,"132, BEDOK RESERVOIR RD",2018,1,4 ROOM Simplified
2018-01,BEDOK,4 ROOM,427,BEDOK NTH RD,01 TO 03,92.0,New Generation,1979,400000.0,2,"427, BEDOK NTH RD",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,612,BEDOK RESERVOIR RD,04 TO 06,98.0,New Generation,1981,402000.0,5,"612, BEDOK RESERVOIR RD",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,135,BEDOK RESERVOIR RD,01 TO 03,103.0,Model A,1987,411000.0,2,"135, BEDOK RESERVOIR RD",2018,1,4 ROOM Model A
2018-01,BEDOK,4 ROOM,524,BEDOK NTH ST 3,13 TO 15,92.0,New Generation,1979,413000.0,14,"524, BEDOK NTH ST 3",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,408,BEDOK NTH AVE 2,04 TO 06,92.0,New Generation,1980,420000.0,5,"408, BEDOK NTH AVE 2",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,133,BEDOK RESERVOIR RD,10 TO 12,103.0,Model A,1987,420000.0,11,"133, BEDOK RESERVOIR RD",2018,1,4 ROOM Model A
2018-01,BEDOK,4 ROOM,133,BEDOK NTH AVE 3,07 TO 09,92.0,New Generation,1978,430000.0,8,"133, BEDOK NTH AVE 3",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,705,BEDOK NTH RD,10 TO 12,92.0,New Generation,1980,450000.0,11,"705, BEDOK NTH RD",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,718,BEDOK RESERVOIR RD,10 TO 12,104.0,Model A,1984,450000.0,11,"718, BEDOK RESERVOIR RD",2018,1,4 ROOM Model A
2018-01,BEDOK,4 ROOM,428,BEDOK NTH RD,10 TO 12,92.0,New Generation,1979,465000.0,11,"428, BEDOK NTH RD",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,408,BEDOK NTH AVE 2,07 TO 09,92.0,New Generation,1980,475000.0,8,"408, BEDOK NTH AVE 2",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,425,BEDOK NTH RD,04 TO 06,92.0,New Generation,1979,478000.0,5,"425, BEDOK NTH RD",2018,1,4 ROOM New Generation
2018-01,BEDOK,4 ROOM,762,BEDOK RESERVOIR VIEW,04 TO 06,105.0,Premium Apartment,2000,497000.0,5,"762, BEDOK RESERVOIR VIEW",2018,1,4 ROOM Premium Apartment
2018-01,BEDOK,4 ROOM,183,BEDOK NTH RD,13 TO 15,92.0,Model A,2005,619000.0,14,"183, BEDOK NTH RD",2018,1,4 ROOM Model A
2018-01,BEDOK,4 ROOM,221A,BEDOK CTRL,01 TO 03,97.0,Model A,2010,690000.0,2,"221A, BEDOK CTRL",2018,1,4 ROOM Model A
2018-01,BEDOK,5 ROOM,111,BEDOK NTH RD,04 TO 06,117.0,Standard,1978,535000.0,5,"111, BEDOK NTH RD",2018,1,5 ROOM Standard
2018-01,BEDOK,5 ROOM,656,JLN TENAGA,01 TO 03,126.0,Improved,1996,550008.0,2,"656, JLN TENAGA",2018,1,5 ROOM Improved
2018-01,BEDOK,5 ROOM,516,BEDOK NTH AVE 2,07 TO 09,119.0,Improved,1979,565000.0,8,"516, BEDOK NTH AVE 2",2018,1,5 ROOM Improved
2018-01,BEDOK,5 ROOM,94E,BEDOK NTH AVE 4,07 TO 09,127.0,Improved,1993,613000.0,8,"94E, BEDOK NTH AVE 4",2018,1,5 ROOM Improved
2018-01,BEDOK,5 ROOM,21,BEDOK STH RD,07 TO 09,117.0,Standard,1976,615000.0,8,"21, BEDOK STH RD",2018,1,5 ROOM Standard
2018-01,BEDOK,5 ROOM,25,CHAI CHEE RD,07 TO 09,122.0,Improved,1993,630000.0,8,"25, CHAI CHEE RD",2018,1,5 ROOM Improved
2018-01,BEDOK,5 ROOM,407,BEDOK NTH AVE 3,19 TO 21,118.0,Improved,1980,650000.0,20,"407, BEDOK NTH AVE 3",2018,1,5 ROOM Improved
2018-01,BEDOK,5 ROOM,55,NEW UPP CHANGI RD,22 TO 24,115.0,Standard,1977,660000.0,23,"55, NEW UPP CHANGI RD",2018,1,5 ROOM Standard
2018-01,BEDOK,5 ROOM,19,BEDOK STH RD,16 TO 18,117.0,Standard,1976,719888.0,17,"19, BEDOK STH RD",2018,1,5 ROOM Standard
2018-01,BEDOK,EXECUTIVE,115,BEDOK RESERVOIR RD,04 TO 06,150.0,Maisonette,1985,600000.0,5,"115, BEDOK RESERVOIR RD",2018,1,EXECUTIVE Maisonette
2018-01,BEDOK,EXECUTIVE,145,BEDOK RESERVOIR RD,10 TO 12,143.0,Maisonette,1987,625000.0,11,"145, BEDOK RESERVOIR RD",2018,1,EXECUTIVE Maisonette
2018-01,BEDOK,EXECUTIVE,639,BEDOK RESERVOIR RD,01 TO 03,143.0,Apartment,1993,630000.0,2,"639, BEDOK RESERVOIR RD",2018,1,EXECUTIVE Apartment
2018-01,BEDOK,EXECUTIVE,145,BEDOK RESERVOIR RD,10 TO 12,143.0,Maisonette,1987,655000.0,11,"145, BEDOK RESERVOIR RD",2018,1,EXECUTIVE Maisonette
2018-01,BEDOK,EXECUTIVE,634,BEDOK RESERVOIR RD,10 TO 12,143.0,Apartment,1993,740000.0,11,"634, BEDOK RESERVOIR RD",2018,1,EXECUTIVE Apartment
2018-01,BEDOK,EXECUTIVE,663,JLN DAMAI,04 TO 06,143.0,Apartment,1996,770000.0,5,"663, JLN DAMAI",2018,1,EXECUTIVE Apartment
2018-01,BISHAN,3 ROOM,150A,BISHAN ST 11,01 TO 03,64.0,Simplified,1989,320000.0,2,"150A, BISHAN ST 11",2018,1,3 ROOM Simplified
2018-01,BISHAN,4 ROOM,141,BISHAN ST 12,07 TO 09,84.0,Simplified,1988,402000.0,8,"141, BISHAN ST 12",2018,1,4 ROOM Simplified
2018-01,BISHAN,4 ROOM,144,BISHAN ST 12,01 TO 03,104.0,Model A,1988,440000.0,2,"144, BISHAN ST 12",2018,1,4 ROOM Model A
2018-01,BISHAN,4 ROOM,107,BISHAN ST 12,04 TO 06,84.0,Simplified,1985,488000.0,5,"107, BISHAN ST 12",2018,1,4 ROOM Simplified
2018-01,BISHAN,4 ROOM,123,BISHAN ST 12,10 TO 12,84.0,Simplified,1986,540000.0,11,"123, BISHAN ST 12",2018,1,4 ROOM Simplified
2018-01,BISHAN,4 ROOM,281,BISHAN ST 24,01 TO 03,106.0,Model A,1992,540000.0,2,"281, BISHAN ST 24",2018,1,4 ROOM Model A
2018-01,BISHAN,4 ROOM,197,BISHAN ST 13,07 TO 09,84.0,Simplified,1987,543000.0,8,"197, BISHAN ST 13",2018,1,4 ROOM Simplified
2018-01,BISHAN,4 ROOM,270,BISHAN ST 24,01 TO 03,112.0,Model A,1992,545000.0,2,"270, BISHAN ST 24",2018,1,4 ROOM Model A
2018-01,BISHAN,4 ROOM,270,BISHAN ST 24,04 TO 06,108.0,Model A,1992,550000.0,5,"270, BISHAN ST 24",2018,1,4 ROOM Model A
2018-01,BISHAN,4 ROOM,235,BISHAN ST 22,04 TO 06,105.0,Model A,1992,570000.0,5,"235, BISHAN ST 22",2018,1,4 ROOM Model A
2018-01,BISHAN,4 ROOM,235,BISHAN ST 22,07 TO 09,105.0,Model A,1992,595000.0,8,"235, BISHAN ST 22",2018,1,4 ROOM Model A
2018-01,BISHAN,4 ROOM,115,BISHAN ST 12,04 TO 06,104.0,Model A,1986,610000.0,5,"115, BISHAN ST 12",2018,1,4 ROOM Model A
2018-01,BISHAN,4 ROOM,105,BISHAN ST 12,07 TO 09,104.0,Model A,1985,635000.0,8,"105, BISHAN ST 12",2018,1,4 ROOM Model A
2018-01,BISHAN,5 ROOM,450,SIN MING AVE,01 TO 03,120.0,Improved,1989,680000.0,2,"450, SIN MING AVE",2018,1,5 ROOM Improved
2018-01,BISHAN,5 ROOM,291,BISHAN ST 24,07 TO 09,121.0,Premium Apartment,1998,720000.0,8,"291, BISHAN ST 24",2018,1,5 ROOM Premium Apartment
2018-01,BISHAN,5 ROOM,183,BISHAN ST 13,13 TO 15,121.0,Improved,1987,836000.0,14,"183, BISHAN ST 13",2018,1,5 ROOM Improved
2018-01,BISHAN,5 ROOM,273B,BISHAN ST 24,10 TO 12,120.0,DBSS,2011,985000.0,11,"273B, BISHAN ST 24",2018,1,5 ROOM DBSS
2018-01,BUKIT BATOK,3 ROOM,505,BT BATOK ST 52,07 TO 09,60.0,Improved,1988,230000.0,8,"505, BT BATOK ST 52",2018,1,3 ROOM Improved
2018-01,BUKIT BATOK,3 ROOM,280,BT BATOK EAST AVE 3,04 TO 06,64.0,Simplified,1988,258000.0,5,"280, BT BATOK EAST AVE 3",2018,1,3 ROOM Simplified
2018-01,BUKIT BATOK,3 ROOM,347,BT BATOK ST 34,04 TO 06,64.0,Simplified,1988,261000.0,5,"347, BT BATOK ST 34",2018,1,3 ROOM Simplified
2018-01,BUKIT BATOK,3 ROOM,138,BT BATOK WEST AVE 6,04 TO 06,68.0,New Generation,1984,265000.0,5,"138, BT BATOK WEST AVE 6",2018,1,3 ROOM New Generation
2018-01,BUKIT BATOK,3 ROOM,239,BT BATOK EAST AVE 5,10 TO 12,67.0,New Generation,1985,270000.0,11,"239, BT BATOK EAST AVE 5",2018,1,3 ROOM New Generation
2018-01,BUKIT BATOK,3 ROOM,135,BT BATOK WEST AVE 6,04 TO 06,82.0,New Generation,1984,270000.0,5,"135, BT BATOK WEST AVE 6",2018,1,3 ROOM New Generation
2018-01,BUKIT BATOK,3 ROOM,175,BT BATOK WEST AVE 8,04 TO 06,67.0,New Generation,1985,271888.0,5,"175, BT BATOK WEST AVE 8",2018,1,3 ROOM New Generation
2018-01,BUKIT BATOK,3 ROOM,213,BT BATOK ST 21,07 TO 09,67.0,New Generation,1984,272888.0,8,"213, BT BATOK ST 21",2018,1,3 ROOM New Generation
2018-01,BUKIT BATOK,3 ROOM,227,BT BATOK CTRL,04 TO 06,67.0,New Generation,1985,280000.0,5,"227, BT BATOK CTRL",2018,1,3 ROOM New Generation
2018-01,BUKIT BATOK,3 ROOM,235,BT BATOK EAST AVE 5,10 TO 12,69.0,New Generation,1985,295000.0,11,"235, BT BATOK EAST AVE 5",2018,1,3 ROOM New Generation
2018-01,BUKIT BATOK,4 ROOM,324,BT BATOK ST 33,04 TO 06,89.0,Simplified,1988,320000.0,5,"324, BT BATOK ST 33",2018,1,4 ROOM Simplified
2018-01,BUKIT BATOK,4 ROOM,410,BT BATOK WEST AVE 4,07 TO 09,99.0,New Generation,1988,320000.0,8,"410, BT BATOK WEST AVE 4",2018,1,4 ROOM New Generation
2018-01,BUKIT BATOK,4 ROOM,511,BT BATOK ST 52,07 TO 09,84.0,Simplified,1986,325000.0,8,"511, BT BATOK ST 52",2018,1,4 ROOM Simplified
2018-01,BUKIT BATOK,4 ROOM,311,BT BATOK ST 32,04 TO 06,84.0,Simplified,1988,330000.0,5,"311, BT BATOK ST 32",2018,1,4 ROOM Simplified
2018-01,BUKIT BATOK,4 ROOM,227,BT BATOK CTRL,01 TO 03,93.0,New Generation,1985,378000.0,2,"227, BT BATOK CTRL",2018,1,4 ROOM New Generation
2018-01,BUKIT BATOK,4 ROOM,267,BT BATOK EAST AVE 4,04 TO 06,89.0,Simplified,1987,380000.0,5,"267, BT BATOK EAST AVE 4",2018,1,4 ROOM Simplified
2018-01,BUKIT BATOK,4 ROOM,394,BT BATOK WEST AVE 5,01 TO 03,92.0,Model A,2004,386000.0,2,"394, BT BATOK WEST AVE 5",2018,1,4 ROOM Model A
2018-01,BUKIT BATOK,4 ROOM,368,BT BATOK ST 31,10 TO 12,94.0,New Generation,1987,392000.0,11,"368, BT BATOK ST 31",2018,1,4 ROOM New Generation
