Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,storey_midpoint,address,Tranc_Year,Tranc_Month,flat_type_model
2018-02,BISHAN,4 ROOM,114,BISHAN ST 12,01 TO 03,84.0,Simplified,1986,480000.0,2,"114, BISHAN ST 12",2018,2,4 ROOM Simplified
2018-02,BISHAN,4 ROOM,235,BISHAN ST 22,04 TO 06,113.0,Model A,1992,515000.0,5,"235, BISHAN ST 22",2018,2,4 ROOM Model A
2018-02,BISHAN,4 ROOM,127,BISHAN ST 12,07 TO 09,84.0,Simplified,1986,518000.0,8,"127, BISHAN ST 12",2018,2,4 ROOM Simplified
2018-02,BISHAN,4 ROOM,448,BRIGHT HILL DR,01 TO 03,105.0,Model A,1990,525000.0,2,"448, BRIGHT HILL DR",2018,2,4 ROOM Model A
2018-02,BISHAN,4 ROOM,286,BISHAN ST 24,13 TO 15,108.0,Model A,1992,650000.0,14,"286, BISHAN ST 24",2018,2,4 ROOM Model A
2018-02,BISHAN,4 ROOM,501,BISHAN ST 11,07 TO 09,103.0,Model A,1989,738800.0,8,"501, BISHAN ST 11",2018,2,4 ROOM Model A
2018-02,BISHAN,4 ROOM,275A,BISHAN ST 24,31 TO 33,95.0,DBSS,2011,828000.0,32,"275A, BISHAN ST 24",2018,2,4 ROOM DBSS
2018-02,BISHAN,5 ROOM,183,BISHAN ST 13,01 TO 03,121.0,Improved,1987,670000.0,2,"183, BISHAN ST 13",2018,2,5 ROOM Improved
2018-02,BISHAN,5 ROOM,291,BISHAN ST 24,07 TO 09,123.0,Premium Apartment,1998,720000.0,8,"291, BISHAN ST 24",2018,2,5 ROOM Premium Apartment
2018-02,BISHAN,5 ROOM,164,BISHAN ST 13,04 TO 06,131.0,Improved,1988,730000.0,5,"164, BISHAN ST 13",2018,2,5 ROOM Improved
2018-02,BISHAN,5 ROOM,288,BISHAN ST 24,19 TO 21,121.0,Premium Apartment,1998,758000.0,20,"288, BISHAN ST 24",2018,2,5 ROOM Premium Apartment
2018-02,BISHAN,5 ROOM,275A,BISHAN ST 24,16 TO 18,120.0,DBSS,2011,988888.0,17,"275A, BISHAN ST 24",2018,2,5 ROOM DBSS
2018-02,BISHAN,EXECUTIVE,261,BISHAN ST 22,04 TO 06,148.0,Maisonette,1992,900000.0,5,"261, BISHAN ST 22",2018,2,EXECUTIVE Maisonette
2018-02,BISHAN,EXECUTIVE,301,SHUNFU RD,07 TO 09,148.0,Maisonette,1985,985000.0,8,"301, SHUNFU RD",2018,2,EXECUTIVE Maisonette
2018-02,BUKIT BATOK,3 ROOM,242,BT BATOK EAST AVE 5,04 TO 06,67.0,New Generation,1985,245000.0,5,"242, BT BATOK EAST AVE 5",2018,2,3 ROOM New Generation
2018-02,BUKIT BATOK,3 ROOM,407,BT BATOK WEST AVE 4,04 TO 06,68.0,New Generation,1988,245000.0,5,"407, BT BATOK WEST AVE 4",2018,2,3 ROOM New Generation
2018-02,BUKIT BATOK,3 ROOM,507,BT BATOK ST 52,07 TO 09,60.0,Improved,1987,248000.0,8,"507, BT BATOK ST 52",2018,2,3 ROOM Improved
2018-02,BUKIT BATOK,3 ROOM,363,BT BATOK ST 31,07 TO 09,68.0,New Generation,1987,250000.0,8,"363, BT BATOK ST 31",2018,2,3 ROOM New Generation
2018-02,BUKIT BATOK,3 ROOM,238,BT BATOK EAST AVE 5,01 TO 03,69.0,New Generation,1986,255000.0,2,"238, BT BATOK EAST AVE 5",2018,2,3 ROOM New Generation
2018-02,BUKIT BATOK,3 ROOM,420,BT BATOK WEST AVE 2,10 TO 12,68.0,New Generation,1988,260000.0,11,"420, BT BATOK WEST AVE 2",2018,2,3 ROOM New Generation
2018-02,BUKIT BATOK,3 ROOM,238,BT BATOK EAST AVE 5,07 TO 09,67.0,New Generation,1986,263000.0,8,"238, BT BATOK EAST AVE 5",2018,2,3 ROOM New Generation
2018-02,BUKIT BATOK,3 ROOM,252,BT BATOK EAST AVE 5,01 TO 03,67.0,New Generation,1985,263000.0,2,"252, BT BATOK EAST AVE 5",2018,2,3 ROOM New Generation
2018-02,BUKIT BATOK,3 ROOM,506,BT BATOK ST 52,04 TO 06,69.0,Improved,1987,265000.0,5,"506, BT BATOK ST 52",2018,2,3 ROOM Improved
2018-02,BUKIT BATOK,3 ROOM,249,BT BATOK EAST AVE 5,10 TO 12,73.0,Model A,1985,268000.0,11,"249, BT BATOK EAST AVE 5",2018,2,3 ROOM Model A
2018-02,BUKIT BATOK,3 ROOM,162,BT BATOK ST 11,04 TO 06,74.0,Model A,1985,273000.0,5,"162, BT BATOK ST 11",2018,2,3 ROOM Model A
2018-02,BUKIT BATOK,3 ROOM,177,BT BATOK WEST AVE 8,04 TO 06,73.0,Model A,1985,275000.0,5,"177, BT BATOK WEST AVE 8",2018,2,3 ROOM Model A
2018-02,BUKIT BATOK,3 ROOM,168,BT BATOK WEST AVE 8,07 TO 09,74.0,Model A,1984,280000.0,8,"168, BT BATOK WEST AVE 8",2018,2,3 ROOM Model A
2018-02,BUKIT BATOK,3 ROOM,313,BT BATOK ST 32,10 TO 12,68.0,New Generation,1986,295000.0,11,"313, BT BATOK ST 32",2018,2,3 ROOM New Generation
2018-02,BUKIT BATOK,3 ROOM,109,BT BATOK WEST AVE 6,10 TO 12,70.0,Improved,1985,295000.0,11,"109, BT BATOK WEST AVE 6",2018,2,3 ROOM Improved
2018-02,BUKIT BATOK,4 ROOM,328,BT BATOK ST 33,01 TO 03,89.0,Simplified,1986,290000.0,2,"328, BT BATOK ST 33",2018,2,4 ROOM Simplified
2018-02,BUKIT BATOK,4 ROOM,315,BT BATOK ST 32,07 TO 09,84.0,Simplified,1986,328000.0,8,"315, BT BATOK ST 32",2018,2,4 ROOM Simplified
2018-02,BUKIT BATOK,4 ROOM,358,BT BATOK ST 31,07 TO 09,84.0,Simplified,1986,332000.0,8,"358, BT BATOK ST 31",2018,2,4 ROOM Simplified
2018-02,BUKIT BATOK,4 ROOM,346,BT BATOK ST 34,04 TO 06,103.0,Model A,1986,338000.0,5,"346, BT BATOK ST 34",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,231,BT BATOK EAST AVE 5,04 TO 06,91.0,New Generation,1985,370000.0,5,"231, BT BATOK EAST AVE 5",2018,2,4 ROOM New Generation
2018-02,BUKIT BATOK,4 ROOM,289F,BT BATOK ST 25,10 TO 12,92.0,Model A2,1998,370888.0,11,"289F, BT BATOK ST 25",2018,2,4 ROOM Model A2
2018-02,BUKIT BATOK,4 ROOM,189,BT BATOK WEST AVE 6,01 TO 03,100.0,Model A,1997,374000.0,2,"189, BT BATOK WEST AVE 6",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,129,BT BATOK WEST AVE 6,01 TO 03,103.0,Model A,1984,377000.0,2,"129, BT BATOK WEST AVE 6",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,341,BT BATOK ST 34,07 TO 09,103.0,Model A,1986,383000.0,8,"341, BT BATOK ST 34",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,395,BT BATOK WEST AVE 5,04 TO 06,90.0,Model A,2004,390000.0,5,"395, BT BATOK WEST AVE 5",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,395,BT BATOK WEST AVE 5,07 TO 09,92.0,Model A,2004,400000.0,8,"395, BT BATOK WEST AVE 5",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,235,BT BATOK EAST AVE 5,10 TO 12,93.0,New Generation,1985,413000.0,11,"235, BT BATOK EAST AVE 5",2018,2,4 ROOM New Generation
2018-02,BUKIT BATOK,4 ROOM,191,BT BATOK WEST AVE 6,07 TO 09,100.0,Model A,1997,415000.0,8,"191, BT BATOK WEST AVE 6",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,386,BT BATOK WEST AVE 5,10 TO 12,90.0,Model A,2004,420000.0,11,"386, BT BATOK WEST AVE 5",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,116,BT BATOK WEST AVE 6,10 TO 12,107.0,Model A,1984,423000.0,11,"116, BT BATOK WEST AVE 6",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,291A,BT BATOK ST 24,10 TO 12,102.0,Model A,1997,425000.0,11,"291A, BT BATOK ST 24",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,297,BT BATOK ST 22,10 TO 12,100.0,Model A,1997,498000.0,11,"297, BT BATOK ST 22",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,4 ROOM,625,BT BATOK CTRL,04 TO 06,103.0,Model A,1997,515000.0,5,"625, BT BATOK CTRL",2018,2,4 ROOM Model A
2018-02,BUKIT BATOK,5 ROOM,374,BT BATOK ST 31,01 TO 03,128.0,Improved,1988,408000.0,2,"374, BT BATOK ST 31",2018,2,5 ROOM Improved
2018-02,BUKIT BATOK,5 ROOM,236,BT BATOK EAST AVE 5,07 TO 09,121.0,Improved,1985,453888.0,8,"236, BT BATOK EAST AVE 5",2018,2,5 ROOM Improved
2018-02,BUKIT BATOK,5 ROOM,290D,BT BATOK EAST AVE 3,10 TO 12,120.0,Improved,1998,500000.0,11,"290D, BT BATOK EAST AVE 3",2018,2,5 ROOM Improved
2018-02,BUKIT BATOK,5 ROOM,290A,BT BATOK ST 24,07 TO 09,121.0,Improved,1998,508000.0,8,"290A, BT BATOK ST 24",2018,2,5 ROOM Improved
2018-02,BUKIT BATOK,5 ROOM,394,BT BATOK WEST AVE 5,04 TO 06,115.0,Improved,2004,518888.0,5,"394, BT BATOK WEST AVE 5",2018,2,5 ROOM Improved
2018-02,BUKIT BATOK,5 ROOM,394,BT BATOK WEST AVE 5,10 TO 12,115.0,Improved,2004,530000.0,11,"394, BT BATOK WEST AVE 5",2018,2,5 ROOM Improved
2018-02,BUKIT BATOK,5 ROOM,171,BT BATOK WEST AVE 8,07 TO 09,139.0,Model A,1985,538000.0,8,"171, BT BATOK WEST AVE 8",2018,2,5 ROOM Model A
2018-02,BUKIT BATOK,5 ROOM,289C,BT BATOK ST 25,16 TO 18,119.0,Improved,1997,570000.0,17,"289C, BT BATOK ST 25",2018,2,5 ROOM Improved
2018-02,BUKIT BATOK,EXECUTIVE,406,BT BATOK WEST AVE 7,04 TO 06,152.0,Apartment,1993,510000.0,5,"406, BT BATOK WEST AVE 7",2018,2,EXECUTIVE Apartment
2018-02,BUKIT BATOK,EXECUTIVE,628,BT BATOK CTRL,01 TO 03,144.0,Apartment,1997,580000.0,2,"628, BT BATOK CTRL",2018,2,EXECUTIVE Apartment
2018-02,BUKIT BATOK,EXECUTIVE,524,BT BATOK ST 52,01 TO 03,146.0,Maisonette,1987,598000.0,2,"524, BT BATOK ST 52",2018,2,EXECUTIVE Maisonette
2018-02,BUKIT BATOK,EXECUTIVE,628,BT BATOK CTRL,01 TO 03,144.0,Maisonette,1997,705000.0,2,"628, BT BATOK CTRL",2018,2,EXECUTIVE Maisonette
2018-02,BUKIT BATOK,EXECUTIVE,288A,BT BATOK ST 25,04 TO 06,144.0,Apartment,1997,758000.0,5,"288A, BT BATOK ST 25",2018,2,EXECUTIVE Apartment
2018-02,BUKIT MERAH,1 ROOM,7,TELOK BLANGAH CRES,10 TO 12,31.0,Improved,1975,232000.0,11,"7, TELOK BLANGAH CRES",2018,2,1 ROOM Improved
2018-02,BUKIT MERAH,3 ROOM,37,JLN RUMAH TINGGI,04 TO 06,53.0,Standard,1969,205800.0,5,"37, JLN RUMAH TINGGI",2018,2,3 ROOM Standard
2018-02,BUKIT MERAH,3 ROOM,130,KIM TIAN RD,07 TO 09,65.0,Improved,1976,272500.0,8,"130, KIM TIAN RD",2018,2,3 ROOM Improved
2018-02,BUKIT MERAH,3 ROOM,18,TAMAN HO SWEE,01 TO 03,54.0,Standard,1970,295000.0,2,"18, TAMAN HO SWEE",2018,2,3 ROOM Standard
2018-02,BUKIT MERAH,3 ROOM,147,SILAT AVE,01 TO 03,67.0,New Generation,1982,305000.0,2,"147, SILAT AVE",2018,2,3 ROOM New Generation
2018-02,BUKIT MERAH,3 ROOM,32,JLN BT HO SWEE,01 TO 03,59.0,Standard,1971,315000.0,2,"32, JLN BT HO SWEE",2018,2,3 ROOM Standard
2018-02,BUKIT MERAH,3 ROOM,12,TELOK BLANGAH CRES,04 TO 06,59.0,Improved,1975,320000.0,5,"12, TELOK BLANGAH CRES",2018,2,3 ROOM Improved
2018-02,BUKIT MERAH,3 ROOM,75,TELOK BLANGAH DR,13 TO 15,82.0,New Generation,1978,330000.0,14,"75, TELOK BLANGAH DR",2018,2,3 ROOM New Generation
2018-02,BUKIT MERAH,3 ROOM,101,BT PURMEI RD,07 TO 09,69.0,New Generation,1983,344000.0,8,"101, BT PURMEI RD",2018,2,3 ROOM New Generation
2018-02,BUKIT MERAH,3 ROOM,62,TELOK BLANGAH HTS,07 TO 09,73.0,New Generation,1976,345000.0,8,"62, TELOK BLANGAH HTS",2018,2,3 ROOM New Generation
2018-02,BUKIT MERAH,3 ROOM,148,SILAT AVE,04 TO 06,67.0,New Generation,1982,348000.0,5,"148, SILAT AVE",2018,2,3 ROOM New Generation
2018-02,BUKIT MERAH,3 ROOM,18,TELOK BLANGAH CRES,13 TO 15,76.0,Improved,1975,351000.0,14,"18, TELOK BLANGAH CRES",2018,2,3 ROOM Improved
2018-02,BUKIT MERAH,3 ROOM,22,HAVELOCK RD,10 TO 12,64.0,Standard,1969,392000.0,11,"22, HAVELOCK RD",2018,2,3 ROOM Standard
2018-02,BUKIT MERAH,3 ROOM,47,TELOK BLANGAH DR,04 TO 06,76.0,Improved,1976,408888.0,5,"47, TELOK BLANGAH DR",2018,2,3 ROOM Improved
2018-02,BUKIT MERAH,3 ROOM,77,INDUS RD,07 TO 09,75.0,Improved,1973,438000.0,8,"77, INDUS RD",2018,2,3 ROOM Improved
2018-02,BUKIT MERAH,3 ROOM,2,EVERTON PK,01 TO 03,72.0,New Generation,1980,440000.0,2,"2, EVERTON PK",2018,2,3 ROOM New Generation
2018-02,BUKIT MERAH,3 ROOM,26A,JLN MEMBINA,19 TO 21,60.0,Model A,2008,445000.0,20,"26A, JLN MEMBINA",2018,2,3 ROOM Model A
2018-02,BUKIT MERAH,3 ROOM,126C,KIM TIAN RD,31 TO 33,62.0,Model A,2013,545000.0,32,"126C, KIM TIAN RD",2018,2,3 ROOM Model A
2018-02,BUKIT MERAH,3 ROOM,80C,TELOK BLANGAH ST 31,16 TO 18,68.0,Premium Apartment,2013,565000.0,17,"80C, TELOK BLANGAH ST 31",2018,2,3 ROOM Premium Apartment
2018-02,BUKIT MERAH,4 ROOM,106,HENDERSON CRES,01 TO 03,81.0,Improved,1975,462288.0,2,"106, HENDERSON CRES",2018,2,4 ROOM Improved
2018-02,BUKIT MERAH,4 ROOM,50,TELOK BLANGAH DR,01 TO 03,98.0,New Generation,1978,470000.0,2,"50, TELOK BLANGAH DR",2018,2,4 ROOM New Generation
2018-02,BUKIT MERAH,4 ROOM,51,TELOK BLANGAH DR,10 TO 12,92.0,New Generation,1978,470000.0,11,"51, TELOK BLANGAH DR",2018,2,4 ROOM New Generation
2018-02,BUKIT MERAH,4 ROOM,56,TELOK BLANGAH HTS,10 TO 12,91.0,New Generation,1976,490000.0,11,"56, TELOK BLANGAH HTS",2018,2,4 ROOM New Generation
2018-02,BUKIT MERAH,4 ROOM,107,BT PURMEI RD,04 TO 06,93.0,New Generation,1983,494000.0,5,"107, BT PURMEI RD",2018,2,4 ROOM New Generation
2018-02,BUKIT MERAH,4 ROOM,51,LENGKOK BAHRU,10 TO 12,84.0,Simplified,1986,515000.0,11,"51, LENGKOK BAHRU",2018,2,4 ROOM Simplified
2018-02,BUKIT MERAH,4 ROOM,115,BT PURMEI RD,04 TO 06,103.0,Model A,1985,535000.0,5,"115, BT PURMEI RD",2018,2,4 ROOM Model A
2018-02,BUKIT MERAH,4 ROOM,112B,DEPOT RD,07 TO 09,100.0,Model A,2006,570000.0,8,"112B, DEPOT RD",2018,2,4 ROOM Model A
2018-02,BUKIT MERAH,4 ROOM,40,JLN RUMAH TINGGI,13 TO 15,99.0,Model A,1997,612000.0,14,"40, JLN RUMAH TINGGI",2018,2,4 ROOM Model A
2018-02,BUKIT MERAH,4 ROOM,131B,KIM TIAN RD,07 TO 09,91.0,Model A,2002,650000.0,8,"131B, KIM TIAN RD",2018,2,4 ROOM Model A
2018-02,BUKIT MERAH,4 ROOM,120,KIM TIAN PL,04 TO 06,90.0,Model A,2001,660800.0,5,"120, KIM TIAN PL",2018,2,4 ROOM Model A
2018-02,BUKIT MERAH,4 ROOM,126C,KIM TIAN RD,31 TO 33,88.0,Model A,2013,800000.0,32,"126C, KIM TIAN RD",2018,2,4 ROOM Model A
2018-02,BUKIT MERAH,4 ROOM,80A,TELOK BLANGAH ST 31,34 TO 36,95.0,Premium Apartment,2013,862000.0,35,"80A, TELOK BLANGAH ST 31",2018,2,4 ROOM Premium Apartment
2018-02,BUKIT MERAH,5 ROOM,47,LENGKOK BAHRU,10 TO 12,134.0,Model A,1984,550000.0,11,"47, LENGKOK BAHRU",2018,2,5 ROOM Model A
2018-02,BUKIT MERAH,5 ROOM,73,TELOK BLANGAH HTS,01 TO 03,121.0,Standard,1978,555000.0,2,"73, TELOK BLANGAH HTS",2018,2,5 ROOM Standard
2018-02,BUKIT MERAH,5 ROOM,103B,DEPOT RD,04 TO 06,115.0,Improved,2002,585000.0,5,"103B, DEPOT RD",2018,2,5 ROOM Improved
2018-02,BUKIT MERAH,5 ROOM,73,TELOK BLANGAH HTS,13 TO 15,117.0,Standard,1978,693000.0,14,"73, TELOK BLANGAH HTS",2018,2,5 ROOM Standard
2018-02,BUKIT MERAH,5 ROOM,103,SPOTTISWOODE PK RD,13 TO 15,122.0,Standard,1979,739000.0,14,"103, SPOTTISWOODE PK RD",2018,2,5 ROOM Standard
2018-02,BUKIT MERAH,5 ROOM,130,BT MERAH VIEW,10 TO 12,151.0,Adjoined flat,1973,765000.0,11,"130, BT MERAH VIEW",2018,2,5 ROOM Adjoined flat
2018-02,BUKIT MERAH,5 ROOM,118B,JLN MEMBINA,01 TO 03,110.0,Improved,2003,770000.0,2,"118B, JLN MEMBINA",2018,2,5 ROOM Improved
2018-02,BUKIT MERAH,5 ROOM,119C,KIM TIAN RD,25 TO 27,110.0,Improved,2003,830000.0,26,"119C, KIM TIAN RD",2018,2,5 ROOM Improved
2018-02,BUKIT MERAH,5 ROOM,75C,REDHILL RD,28 TO 30,115.0,Improved,2007,878000.0,29,"75C, REDHILL RD",2018,2,5 ROOM Improved
2018-02,BUKIT PANJANG,3 ROOM,252,BANGKIT RD,04 TO 06,73.0,Model A,1989,275000.0,5,"252, BANGKIT RD",2018,2,3 ROOM Model A
2018-02,BUKIT PANJANG,3 ROOM,104,GANGSA RD,04 TO 06,73.0,Model A,1988,282000.0,5,"104, GANGSA RD",2018,2,3 ROOM Model A
2018-02,BUKIT PANJANG,3 ROOM,230,PENDING RD,04 TO 06,73.0,Model A,1988,299000.0,5,"230, PENDING RD",2018,2,3 ROOM Model A
2018-02,BUKIT PANJANG,3 ROOM,458,SEGAR RD,07 TO 09,68.0,Premium Apartment,2012,317000.0,8,"458, SEGAR RD",2018,2,3 ROOM Premium Apartment
2018-02,BUKIT PANJANG,4 ROOM,437,FAJAR RD,01 TO 03,101.0,Model A,1997,308000.0,2,"437, FAJAR RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,530,JELAPANG RD,01 TO 03,101.0,Model A,1999,337000.0,2,"530, JELAPANG RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,540,JELAPANG RD,01 TO 03,101.0,Model A,1999,350000.0,2,"540, JELAPANG RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,235,BT PANJANG RING RD,07 TO 09,104.0,Model A,1988,351000.0,8,"235, BT PANJANG RING RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,517,JELAPANG RD,07 TO 09,103.0,Model A,1998,360000.0,8,"517, JELAPANG RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,235,BT PANJANG RING RD,10 TO 12,104.0,Model A,1988,365000.0,11,"235, BT PANJANG RING RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,510,JELAPANG RD,10 TO 12,100.0,Model A2,1998,365000.0,11,"510, JELAPANG RD",2018,2,4 ROOM Model A2
2018-02,BUKIT PANJANG,4 ROOM,277,BANGKIT RD,10 TO 12,108.0,Model A,1988,369000.0,11,"277, BANGKIT RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,633A,SENJA RD,04 TO 06,93.0,Model A,2013,395000.0,5,"633A, SENJA RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,633B,SENJA RD,01 TO 03,93.0,Model A,2013,400000.0,2,"633B, SENJA RD",2018,2,4 ROOM Model A
2018-02,BUKIT PANJANG,4 ROOM,455,SEGAR RD,07 TO 09,93.0,Premium Apartment,2012,410000.0,8,"455, SEGAR RD",2018,2,4 ROOM Premium Apartment
2018-02,BUKIT PANJANG,4 ROOM,458,SEGAR RD,10 TO 12,93.0,Premium Apartment,2012,435888.0,11,"458, SEGAR RD",2018,2,4 ROOM Premium Apartment
2018-02,BUKIT PANJANG,4 ROOM,455,SEGAR RD,16 TO 18,93.0,Premium Apartment,2012,455000.0,17,"455, SEGAR RD",2018,2,4 ROOM Premium Apartment
2018-02,BUKIT PANJANG,5 ROOM,483,SEGAR RD,13 TO 15,110.0,Premium Apartment,2002,405000.0,14,"483, SEGAR RD",2018,2,5 ROOM Premium Apartment
2018-02,BUKIT PANJANG,5 ROOM,201,PETIR RD,07 TO 09,122.0,Improved,1988,412000.0,8,"201, PETIR RD",2018,2,5 ROOM Improved
2018-02,BUKIT PANJANG,5 ROOM,441,FAJAR RD,10 TO 12,121.0,Improved,1989,416000.0,11,"441, FAJAR RD",2018,2,5 ROOM Improved
2018-02,BUKIT PANJANG,5 ROOM,652,SENJA LINK,04 TO 06,110.0,Premium Apartment,2001,420000.0,5,"652, SENJA LINK",2018,2,5 ROOM Premium Apartment
2018-02,BUKIT PANJANG,5 ROOM,273,BANGKIT RD,01 TO 03,122.0,Improved,1988,430000.0,2,"273, BANGKIT RD",2018,2,5 ROOM Improved
2018-02,BUKIT PANJANG,5 ROOM,629,SENJA RD,10 TO 12,110.0,Premium Apartment,2004,438000.0,11,"629, SENJA RD",2018,2,5 ROOM Premium Apartment
2018-02,BUKIT PANJANG,5 ROOM,629,SENJA RD,22 TO 24,110.0,Premium Apartment,2004,508000.0,23,"629, SENJA RD",2018,2,5 ROOM Premium Apartment
2018-02,BUKIT PANJANG,5 ROOM,502,JELAPANG RD,19 TO 21,124.0,Improved,1998,510000.0,20,"502, JELAPANG RD",2018,2,5 ROOM Improved
2018-02,BUKIT PANJANG,5 ROOM,177,LOMPANG RD,07 TO 09,110.0,Improved,2001,510000.0,8,"177, LOMPANG RD",2018,2,5 ROOM Improved
2018-02,BUKIT PANJANG,5 ROOM,650,SENJA LINK,16 TO 18,111.0,Premium Apartment,2001,515000.0,17,"650, SENJA LINK",2018,2,5 ROOM Premium Apartment
2018-02,BUKIT PANJANG,5 ROOM,606,SENJA RD,10 TO 12,121.0,Improved,1999,570000.0,11,"606, SENJA RD",2018,2,5 ROOM Improved
2018-02,BUKIT PANJANG,5 ROOM,176,LOMPANG RD,10 TO 12,121.0,Improved,1997,595000.0,11,"176, LOMPANG RD",2018,2,5 ROOM Improved
2018-02,BUKIT PANJANG,EXECUTIVE,453,FAJAR RD,04 TO 06,142.0,Apartment,1997,450000.0,5,"453, FAJAR RD",2018,2,EXECUTIVE Apartment
2018-02,BUKIT PANJANG,EXECUTIVE,474,SEGAR RD,13 TO 15,128.0,Premium Apartment,2003,458800.0,14,"474, SEGAR RD",2018,2,EXECUTIVE Premium Apartment
2018-02,BUKIT PANJANG,EXECUTIVE,478,SEGAR RD,13 TO 15,128.0,Premium Apartment,2003,468000.0,14,"478, SEGAR RD",2018,2,EXECUTIVE Premium Apartment
2018-02,BUKIT PANJANG,EXECUTIVE,607,SENJA RD,19 TO 21,131.0,Apartment,2001,612500.0,20,"607, SENJA RD",2018,2,EXECUTIVE Apartment
2018-02,BUKIT PANJANG,EXECUTIVE,523,JELAPANG RD,07 TO 09,144.0,Apartment,1998,668000.0,8,"523, JELAPANG RD",2018,2,EXECUTIVE Apartment
2018-02,BUKIT TIMAH,5 ROOM,5,TOH YI DR,10 TO 12,122.0,Improved,1989,808000.0,11,"5, TOH YI DR",2018,2,5 ROOM Improved
2018-02,BUKIT TIMAH,5 ROOM,5,FARRER RD,10 TO 12,125.0,Standard,1974,870000.0,11,"5, FARRER RD",2018,2,5 ROOM Standard
2018-02,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,04 TO 06,150.0,Maisonette,1989,955000.0,5,"6, TOH YI DR",2018,2,EXECUTIVE Maisonette
2018-02,CENTRAL AREA,3 ROOM,635,VEERASAMY RD,07 TO 09,72.0,Model A,1985,365000.0,8,"635, VEERASAMY RD",2018,2,3 ROOM Model A
2018-02,CENTRAL AREA,3 ROOM,1,TG PAGAR PLAZA,10 TO 12,59.0,Improved,1977,440000.0,11,"1, TG PAGAR PLAZA",2018,2,3 ROOM Improved
2018-02,CENTRAL AREA,4 ROOM,662,BUFFALO RD,01 TO 03,82.0,Improved,1982,430000.0,2,"662, BUFFALO RD",2018,2,4 ROOM Improved
2018-02,CENTRAL AREA,4 ROOM,637,VEERASAMY RD,07 TO 09,103.0,Model A,1985,557000.0,8,"637, VEERASAMY RD",2018,2,4 ROOM Model A
2018-02,CENTRAL AREA,4 ROOM,232,BAIN ST,16 TO 18,82.0,Improved,1980,600000.0,17,"232, BAIN ST",2018,2,4 ROOM Improved
2018-02,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,40 TO 42,93.0,Type S1,2011,920000.0,41,"1E, CANTONMENT RD",2018,2,4 ROOM Type S1
2018-02,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,46 TO 48,93.0,Type S1,2011,955000.0,47,"1E, CANTONMENT RD",2018,2,4 ROOM Type S1
2018-02,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,49 TO 51,94.0,Type S1,2011,988888.0,50,"1E, CANTONMENT RD",2018,2,4 ROOM Type S1
2018-02,CENTRAL AREA,5 ROOM,1G,CANTONMENT RD,28 TO 30,105.0,Type S2,2011,1088888.0,29,"1G, CANTONMENT RD",2018,2,5 ROOM Type S2
2018-02,CENTRAL AREA,5 ROOM,1C,CANTONMENT RD,40 TO 42,106.0,Type S2,2011,1130000.0,41,"1C, CANTONMENT RD",2018,2,5 ROOM Type S2
2018-02,CHOA CHU KANG,2 ROOM,535,CHOA CHU KANG ST 51,07 TO 09,46.0,Model A,2011,208000.0,8,"535, CHOA CHU KANG ST 51",2018,2,2 ROOM Model A
2018-02,CHOA CHU KANG,2 ROOM,535,CHOA CHU KANG ST 51,10 TO 12,46.0,Model A,2011,229000.0,11,"535, CHOA CHU KANG ST 51",2018,2,2 ROOM Model A
2018-02,CHOA CHU KANG,3 ROOM,19,TECK WHYE LANE,07 TO 09,68.0,New Generation,1981,250000.0,8,"19, TECK WHYE LANE",2018,2,3 ROOM New Generation
2018-02,CHOA CHU KANG,3 ROOM,16,TECK WHYE LANE,10 TO 12,67.0,New Generation,1979,260000.0,11,"16, TECK WHYE LANE",2018,2,3 ROOM New Generation
