Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,Tranc_Year
2019-06,GEYLANG,3 ROOM,63,CIRCUIT RD,04 TO 06,65.0,Standard,1967,255000.0,2019
2019-06,GEYLANG,3 ROOM,66,CIRCUIT RD,01 TO 03,56.0,Standard,1967,242000.0,2019
2019-07,GEYLANG,3 ROOM,65,CIRCUIT RD,07 TO 09,59.0,Standard,1967,255000.0,2019
2019-07,GEYLANG,3 ROOM,65,CIRCUIT RD,01 TO 03,59.0,Standard,1967,220000.0,2019
2019-08,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,225000.0,2019
2019-08,GEYLANG,3 ROOM,64,CIRCUIT RD,04 TO 06,59.0,Standard,1967,265000.0,2019
2019-09,GEYLANG,3 ROOM,24,BALAM RD,07 TO 09,60.0,Standard,1967,226000.0,2019
2019-10,GEYLANG,3 ROOM,22,BALAM RD,01 TO 03,60.0,Standard,1967,220000.0,2019
2019-11,GEYLANG,3 ROOM,63,CIRCUIT RD,04 TO 06,56.0,Standard,1967,255000.0,2019
2019-11,GEYLANG,3 ROOM,64,CIRCUIT RD,01 TO 03,59.0,Standard,1967,220000.0,2019
2019-12,GEYLANG,3 ROOM,19,BALAM RD,04 TO 06,60.3,Standard,1967,200000.0,2019
2019-12,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 03,60.0,Standard,1967,230000.0,2019
2019-12,GEYLANG,3 ROOM,65,CIRCUIT RD,07 TO 09,59.0,Standard,1967,243000.0,2019
2020-01,GEYLANG,3 ROOM,21,BALAM RD,07 TO 09,60.3,Standard,1967,215000.0,2020
2020-01,GEYLANG,3 ROOM,21,BALAM RD,10 TO 12,60.3,Standard,1967,200000.0,2020
2020-01,GEYLANG,3 ROOM,21,BALAM RD,07 TO 09,60.3,Standard,1967,212000.0,2020
2020-01,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,56.0,Standard,1967,203000.0,2020
2020-01,GEYLANG,3 ROOM,63,CIRCUIT RD,01 TO 03,56.0,Standard,1967,219500.0,2020
2020-02,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,220000.0,2020
2020-02,GEYLANG,3 ROOM,24,BALAM RD,07 TO 09,60.0,Standard,1967,222000.0,2020
2020-02,GEYLANG,3 ROOM,62,CIRCUIT RD,10 TO 12,56.0,Standard,1967,228000.0,2020
2020-03,GEYLANG,2 ROOM,66,CIRCUIT RD,07 TO 09,45.0,Standard,1967,180000.0,2020
2020-03,GEYLANG,3 ROOM,21,BALAM RD,01 TO 03,60.3,Standard,1967,200000.0,2020
2020-03,GEYLANG,3 ROOM,23,BALAM RD,07 TO 09,60.3,Standard,1967,218000.0,2020
2020-03,GEYLANG,3 ROOM,20,BALAM RD,10 TO 12,60.3,Standard,1967,222000.0,2020
2020-03,GEYLANG,3 ROOM,65,CIRCUIT RD,04 TO 06,59.0,Standard,1967,200000.0,2020
2020-03,GEYLANG,3 ROOM,65,CIRCUIT RD,01 TO 03,59.0,Standard,1967,210000.0,2020
2020-04,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,67.0,Standard,1967,245000.0,2020
2020-06,GEYLANG,3 ROOM,23,BALAM RD,01 TO 03,60.0,Standard,1967,188000.0,2020
2020-06,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,200000.0,2020
2020-06,GEYLANG,3 ROOM,24,BALAM RD,04 TO 06,60.0,Standard,1967,210000.0,2020
2020-06,GEYLANG,3 ROOM,64,CIRCUIT RD,07 TO 09,59.0,Standard,1967,220000.0,2020
2020-07,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.3,Standard,1967,202000.0,2020
2020-07,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,207000.0,2020
2020-07,GEYLANG,3 ROOM,19,BALAM RD,01 TO 03,60.3,Standard,1967,200000.0,2020
2020-07,GEYLANG,3 ROOM,24,BALAM RD,04 TO 06,60.0,Standard,1967,220000.0,2020
2020-07,GEYLANG,3 ROOM,24,BALAM RD,07 TO 09,60.0,Standard,1967,220000.0,2020
2020-07,GEYLANG,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,208000.0,2020
2020-08,GEYLANG,2 ROOM,63,CIRCUIT RD,04 TO 06,45.0,Standard,1967,193000.0,2020
2020-08,GEYLANG,2 ROOM,63,CIRCUIT RD,01 TO 03,45.0,Standard,1967,192500.0,2020
2020-08,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,67.0,Standard,1967,262000.0,2020
2020-08,GEYLANG,3 ROOM,63,CIRCUIT RD,10 TO 12,56.0,Standard,1967,222000.0,2020
2020-09,GEYLANG,3 ROOM,62,CIRCUIT RD,04 TO 06,56.0,Standard,1967,220000.0,2020
2020-10,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.0,Standard,1967,221000.0,2020
2020-10,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,238000.0,2020
2020-11,GEYLANG,3 ROOM,24,BALAM RD,04 TO 06,60.0,Standard,1967,210000.0,2020
2020-11,GEYLANG,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,210000.0,2020
2020-11,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,238888.0,2020
2020-12,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,250000.0,2020
2020-12,GEYLANG,3 ROOM,23,BALAM RD,04 TO 06,60.3,Standard,1967,218000.0,2020
2020-12,GEYLANG,3 ROOM,63,CIRCUIT RD,01 TO 03,54.0,Standard,1967,230000.0,2020
2020-12,GEYLANG,3 ROOM,63,CIRCUIT RD,04 TO 06,56.0,Standard,1967,257000.0,2020
2021-01,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.0,Standard,1967,230000.0,2021
2021-02,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.3,Standard,1967,235000.0,2021
2021-02,GEYLANG,3 ROOM,22,BALAM RD,01 TO 03,60.0,Standard,1967,235000.0,2021
2021-02,GEYLANG,3 ROOM,63,CIRCUIT RD,04 TO 06,56.0,Standard,1967,245000.0,2021
2021-03,GEYLANG,3 ROOM,23,BALAM RD,07 TO 09,60.3,Standard,1967,278000.0,2021
2021-03,GEYLANG,3 ROOM,19,BALAM RD,01 TO 03,60.0,Standard,1967,260000.0,2021
2021-03,GEYLANG,3 ROOM,34,CIRCUIT RD,07 TO 09,60.0,Standard,1967,260000.0,2021
2021-03,GEYLANG,3 ROOM,66,CIRCUIT RD,01 TO 03,56.0,Standard,1967,230000.0,2021
2021-03,GEYLANG,3 ROOM,66,CIRCUIT RD,04 TO 06,56.0,Standard,1967,252000.0,2021
2021-04,GEYLANG,3 ROOM,19,BALAM RD,10 TO 12,60.3,Standard,1967,260000.0,2021
2021-04,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,228000.0,2021
2021-04,GEYLANG,3 ROOM,19,BALAM RD,01 TO 03,60.3,Standard,1967,222000.0,2021
2012-03,GEYLANG,3 ROOM,21,BALAM RD,01 TO 05,60.0,Standard,1967,276500.0,2012
2012-03,GEYLANG,3 ROOM,19,BALAM RD,06 TO 10,60.3,Standard,1967,285000.0,2012
2012-03,GEYLANG,3 ROOM,23,BALAM RD,01 TO 05,60.3,Standard,1967,290000.0,2012
2012-03,GEYLANG,3 ROOM,19,BALAM RD,01 TO 05,60.3,Standard,1967,295000.0,2012
2012-03,GEYLANG,3 ROOM,20,BALAM RD,01 TO 05,60.3,Standard,1967,299000.0,2012
2012-03,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 05,60.0,Standard,1967,306500.0,2012
2012-04,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 05,60.0,Standard,1967,290000.0,2012
2012-04,GEYLANG,3 ROOM,20,BALAM RD,01 TO 05,60.3,Standard,1967,293000.0,2012
2012-04,GEYLANG,3 ROOM,64,CIRCUIT RD,01 TO 05,59.0,Standard,1967,308000.0,2012
2012-05,GEYLANG,3 ROOM,19,BALAM RD,01 TO 05,60.3,Standard,1967,296000.0,2012
2012-05,GEYLANG,3 ROOM,21,BALAM RD,06 TO 10,60.3,Standard,1967,298000.0,2012
2012-05,GEYLANG,3 ROOM,24,BALAM RD,01 TO 05,60.0,Standard,1967,298000.0,2012
2012-05,GEYLANG,3 ROOM,24,BALAM RD,06 TO 10,60.0,Standard,1967,305000.0,2012
2012-05,GEYLANG,3 ROOM,65,CIRCUIT RD,06 TO 10,59.0,Standard,1967,320000.0,2012
2012-06,GEYLANG,2 ROOM,63,CIRCUIT RD,04 TO 06,45.0,Standard,1967,280000.0,2012
2012-06,GEYLANG,3 ROOM,21,BALAM RD,01 TO 03,60.0,Standard,1967,290000.0,2012
2012-06,GEYLANG,3 ROOM,23,BALAM RD,07 TO 09,60.3,Standard,1967,291500.0,2012
2012-06,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,293000.0,2012
2012-06,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,298000.0,2012
2012-06,GEYLANG,3 ROOM,66,CIRCUIT RD,10 TO 12,56.0,Standard,1967,307000.0,2012
2012-06,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,55.0,Standard,1967,310000.0,2012
2012-07,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,55.0,Standard,1967,275000.0,2012
2012-07,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,302000.0,2012
2012-07,GEYLANG,3 ROOM,66,CIRCUIT RD,04 TO 06,56.0,Standard,1967,310000.0,2012
2012-07,GEYLANG,3 ROOM,65,CIRCUIT RD,07 TO 09,59.0,Standard,1967,316000.0,2012
2012-08,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,267000.0,2012
2012-08,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,290000.0,2012
2012-08,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,298000.0,2012
2012-08,GEYLANG,3 ROOM,23,BALAM RD,10 TO 12,60.3,Standard,1967,300000.0,2012
2012-08,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,300000.0,2012
2012-08,GEYLANG,3 ROOM,23,BALAM RD,04 TO 06,60.3,Standard,1967,300000.0,2012
2012-08,GEYLANG,3 ROOM,65,CIRCUIT RD,01 TO 03,59.0,Standard,1967,312000.0,2012
2012-08,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 03,60.0,Standard,1967,323000.0,2012
2012-09,GEYLANG,3 ROOM,23,BALAM RD,10 TO 12,60.3,Standard,1967,310000.0,2012
2012-10,GEYLANG,2 ROOM,66,CIRCUIT RD,04 TO 06,45.0,Standard,1967,268000.0,2012
2012-10,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,299500.0,2012
2012-10,GEYLANG,3 ROOM,22,BALAM RD,07 TO 09,60.0,Standard,1967,312000.0,2012
2012-10,GEYLANG,3 ROOM,65,CIRCUIT RD,07 TO 09,59.0,Standard,1967,312000.0,2012
2012-10,GEYLANG,3 ROOM,65,CIRCUIT RD,07 TO 09,59.0,Standard,1967,330000.0,2012
2012-10,GEYLANG,3 ROOM,66,CIRCUIT RD,10 TO 12,67.0,Standard,1967,350000.0,2012
2012-11,GEYLANG,3 ROOM,24,BALAM RD,10 TO 12,60.0,Standard,1967,302000.0,2012
2012-11,GEYLANG,3 ROOM,63,CIRCUIT RD,04 TO 06,65.0,Standard,1967,340000.0,2012
2012-12,GEYLANG,2 ROOM,66,CIRCUIT RD,07 TO 09,45.0,Standard,1967,251000.0,2012
2012-12,GEYLANG,3 ROOM,21,BALAM RD,01 TO 03,60.3,Standard,1967,304000.0,2012
2012-12,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,291000.0,2012
2012-12,GEYLANG,3 ROOM,23,BALAM RD,07 TO 09,60.3,Standard,1967,308000.0,2012
2012-12,GEYLANG,3 ROOM,64,CIRCUIT RD,01 TO 03,59.0,Standard,1967,315000.0,2012
2012-12,GEYLANG,4 ROOM,66,CIRCUIT RD,04 TO 06,101.0,Adjoined flat,1967,590000.0,2012
2013-01,GEYLANG,2 ROOM,66,CIRCUIT RD,01 TO 03,45.0,Standard,1967,248000.0,2013
2013-01,GEYLANG,2 ROOM,66,CIRCUIT RD,04 TO 06,45.0,Standard,1967,255000.0,2013
2013-01,GEYLANG,3 ROOM,34,CIRCUIT RD,10 TO 12,60.0,Standard,1967,330000.0,2013
2013-01,GEYLANG,3 ROOM,64,CIRCUIT RD,04 TO 06,59.0,Standard,1967,334000.0,2013
2013-02,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,290000.0,2013
2013-02,GEYLANG,3 ROOM,22,BALAM RD,01 TO 03,60.0,Standard,1967,298000.0,2013
2013-02,GEYLANG,3 ROOM,21,BALAM RD,10 TO 12,60.3,Standard,1967,303000.0,2013
2013-02,GEYLANG,3 ROOM,63,CIRCUIT RD,07 TO 09,56.0,Standard,1967,310000.0,2013
2013-02,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,324000.0,2013
2013-03,GEYLANG,2 ROOM,66,CIRCUIT RD,07 TO 09,45.0,Standard,1967,275000.0,2013
2013-03,GEYLANG,3 ROOM,65,CIRCUIT RD,04 TO 06,59.0,Standard,1967,316000.0,2013
2013-03,GEYLANG,3 ROOM,20,BALAM RD,07 TO 09,60.3,Standard,1967,320000.0,2013
2013-03,GEYLANG,3 ROOM,64,CIRCUIT RD,04 TO 06,59.0,Standard,1967,325000.0,2013
2013-04,GEYLANG,2 ROOM,63,CIRCUIT RD,07 TO 09,45.0,Standard,1967,255000.0,2013
2013-04,GEYLANG,2 ROOM,62,CIRCUIT RD,07 TO 09,45.0,Standard,1967,267000.0,2013
2013-04,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,55.0,Standard,1967,295000.0,2013
2013-04,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.0,Standard,1967,303000.0,2013
2013-04,GEYLANG,3 ROOM,22,BALAM RD,07 TO 09,60.0,Standard,1967,331000.0,2013
2013-05,GEYLANG,3 ROOM,66,CIRCUIT RD,04 TO 06,56.0,Standard,1967,310000.0,2013
2013-05,GEYLANG,3 ROOM,66,CIRCUIT RD,04 TO 06,56.0,Standard,1967,313000.0,2013
2013-05,GEYLANG,3 ROOM,24,BALAM RD,10 TO 12,60.0,Standard,1967,316000.0,2013
2013-05,GEYLANG,3 ROOM,62,CIRCUIT RD,04 TO 06,56.0,Standard,1967,320000.0,2013
2013-05,GEYLANG,3 ROOM,20,BALAM RD,07 TO 09,60.3,Standard,1967,328000.0,2013
2013-05,GEYLANG,3 ROOM,64,CIRCUIT RD,07 TO 09,59.0,Standard,1967,330000.0,2013
2013-06,GEYLANG,3 ROOM,66,CIRCUIT RD,01 TO 03,55.0,Standard,1967,285000.0,2013
2013-06,GEYLANG,3 ROOM,66,CIRCUIT RD,01 TO 03,55.0,Standard,1967,310000.0,2013
2013-07,GEYLANG,3 ROOM,24,BALAM RD,07 TO 09,60.0,Standard,1967,303000.0,2013
2013-07,GEYLANG,3 ROOM,64,CIRCUIT RD,01 TO 03,59.0,Standard,1967,315000.0,2013
2013-08,GEYLANG,3 ROOM,19,BALAM RD,04 TO 06,60.3,Standard,1967,296000.0,2013
2013-08,GEYLANG,3 ROOM,62,CIRCUIT RD,10 TO 12,56.0,Standard,1967,311000.0,2013
2013-08,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.3,Standard,1967,313000.0,2013
2013-08,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,315000.0,2013
2013-08,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,320000.0,2013
2013-08,GEYLANG,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,322000.0,2013
2013-09,GEYLANG,3 ROOM,22,BALAM RD,07 TO 09,60.0,Standard,1967,305000.0,2013
2013-09,GEYLANG,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,328000.0,2013
2013-10,GEYLANG,3 ROOM,66,CIRCUIT RD,01 TO 03,56.0,Standard,1967,290000.0,2013
2013-10,GEYLANG,3 ROOM,21,BALAM RD,01 TO 03,60.0,Standard,1967,295000.0,2013
2013-10,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 03,60.0,Standard,1967,296000.0,2013
2013-10,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,299000.0,2013
2013-11,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 03,60.0,Standard,1967,293000.0,2013
2013-11,GEYLANG,3 ROOM,63,CIRCUIT RD,04 TO 06,56.0,Standard,1967,300888.0,2013
2013-12,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 03,60.0,Standard,1967,270000.0,2013
2014-01,GEYLANG,2 ROOM,63,CIRCUIT RD,04 TO 06,45.0,Standard,1967,245000.0,2014
2014-01,GEYLANG,3 ROOM,24,BALAM RD,04 TO 06,60.0,Standard,1967,285000.0,2014
2014-01,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 03,60.0,Standard,1967,285000.0,2014
2014-01,GEYLANG,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,300000.0,2014
2014-01,GEYLANG,3 ROOM,63,CIRCUIT RD,04 TO 06,56.0,Standard,1967,303000.0,2014
2014-02,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,288000.0,2014
2014-02,GEYLANG,3 ROOM,65,CIRCUIT RD,01 TO 03,59.0,Standard,1967,288000.0,2014
2014-02,GEYLANG,3 ROOM,65,CIRCUIT RD,04 TO 06,59.0,Standard,1967,308000.0,2014
2014-03,GEYLANG,3 ROOM,22,BALAM RD,01 TO 03,60.0,Standard,1967,295000.0,2014
2014-04,GEYLANG,3 ROOM,63,CIRCUIT RD,01 TO 03,56.0,Standard,1967,267000.0,2014
2014-04,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60.3,Standard,1967,285000.0,2014
2014-04,GEYLANG,3 ROOM,21,BALAM RD,04 TO 06,60.3,Standard,1967,288000.0,2014
2014-04,GEYLANG,3 ROOM,21,BALAM RD,04 TO 06,60.3,Standard,1967,295000.0,2014
2014-04,GEYLANG,3 ROOM,21,BALAM RD,04 TO 06,60.3,Standard,1967,295000.0,2014
2014-05,GEYLANG,2 ROOM,62,CIRCUIT RD,07 TO 09,45.0,Standard,1967,260000.0,2014
2014-05,GEYLANG,3 ROOM,64,CIRCUIT RD,07 TO 09,59.0,Standard,1967,285000.0,2014
2014-05,GEYLANG,3 ROOM,34,CIRCUIT RD,01 TO 03,60.0,Standard,1967,285000.0,2014
2014-05,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,295000.0,2014
2014-05,GEYLANG,3 ROOM,19,BALAM RD,04 TO 06,60.3,Standard,1967,302000.0,2014
2014-05,GEYLANG,3 ROOM,24,BALAM RD,10 TO 12,60.0,Standard,1967,315000.0,2014
2014-06,GEYLANG,2 ROOM,63,CIRCUIT RD,07 TO 09,45.0,Standard,1967,253000.0,2014
2014-06,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,56.0,Standard,1967,270000.0,2014
2014-06,GEYLANG,3 ROOM,19,BALAM RD,01 TO 03,60.3,Standard,1967,280000.0,2014
2014-06,GEYLANG,3 ROOM,62,CIRCUIT RD,04 TO 06,56.0,Standard,1967,294888.0,2014
2014-06,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,300000.0,2014
2014-06,GEYLANG,3 ROOM,65,CIRCUIT RD,10 TO 12,59.0,Standard,1967,308000.0,2014
2014-07,GEYLANG,3 ROOM,22,BALAM RD,04 TO 06,60.0,Standard,1967,260000.0,2014
2014-07,GEYLANG,3 ROOM,21,BALAM RD,07 TO 09,60.3,Standard,1967,275000.0,2014
2014-07,GEYLANG,3 ROOM,63,CIRCUIT RD,01 TO 03,56.0,Standard,1967,285088.0,2014
2014-07,GEYLANG,3 ROOM,65,CIRCUIT RD,04 TO 06,59.0,Standard,1967,290000.0,2014
2014-08,GEYLANG,3 ROOM,21,BALAM RD,07 TO 09,60.3,Standard,1967,260000.0,2014
2014-08,GEYLANG,3 ROOM,64,CIRCUIT RD,01 TO 03,59.0,Standard,1967,268000.0,2014
2014-08,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,270000.0,2014
2014-08,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,55.0,Standard,1967,273000.0,2014
2014-08,GEYLANG,3 ROOM,23,BALAM RD,01 TO 03,60.3,Standard,1967,280000.0,2014
2014-08,GEYLANG,3 ROOM,62,CIRCUIT RD,07 TO 09,56.0,Standard,1967,290000.0,2014
2014-08,GEYLANG,3 ROOM,65,CIRCUIT RD,10 TO 12,59.0,Standard,1967,300000.0,2014
2014-09,GEYLANG,3 ROOM,22,BALAM RD,07 TO 09,60.0,Standard,1967,271000.0,2014
2014-09,GEYLANG,3 ROOM,66,CIRCUIT RD,04 TO 06,56.0,Standard,1967,288000.0,2014
2014-09,GEYLANG,3 ROOM,64,CIRCUIT RD,04 TO 06,59.0,Standard,1967,295000.0,2014
2014-10,GEYLANG,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,270000.0,2014
2014-10,GEYLANG,3 ROOM,21,BALAM RD,01 TO 03,60.3,Standard,1967,273000.0,2014
2014-10,GEYLANG,3 ROOM,66,CIRCUIT RD,01 TO 03,67.0,Standard,1967,290000.0,2014
2014-11,GEYLANG,3 ROOM,19,BALAM RD,01 TO 03,60.0,Standard,1967,270000.0,2014
2014-11,GEYLANG,3 ROOM,19,BALAM RD,01 TO 03,60.0,Standard,1967,278000.0,2014
2014-12,GEYLANG,3 ROOM,24,BALAM RD,01 TO 03,60.0,Standard,1967,295000.0,2014
2015-01,GEYLANG,3 ROOM,82,MACPHERSON LANE,01 TO 03,61.0,Standard,1968,210000.0,2015
2015-03,GEYLANG,3 ROOM,82,MACPHERSON LANE,04 TO 06,64.0,Standard,1968,277000.0,2015
2015-06,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,225000.0,2015
2015-08,GEYLANG,3 ROOM,82,MACPHERSON LANE,07 TO 09,64.0,Standard,1968,278000.0,2015
2015-10,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,270000.0,2015
2015-10,GEYLANG,3 ROOM,83,MACPHERSON LANE,04 TO 06,63.0,Standard,1968,276000.0,2015
2015-11,GEYLANG,3 ROOM,83,MACPHERSON LANE,07 TO 09,64.0,Standard,1968,265000.0,2015
2016-01,GEYLANG,3 ROOM,82,MACPHERSON LANE,07 TO 09,64.0,Standard,1968,265000.0,2016
2016-03,GEYLANG,2 ROOM,83,MACPHERSON LANE,01 TO 03,50.0,Standard,1968,230000.0,2016
2016-09,GEYLANG,3 ROOM,82,MACPHERSON LANE,04 TO 06,64.0,Standard,1968,265000.0,2016
2016-11,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,235000.0,2016
2017-01,GEYLANG,3 ROOM,82,MACPHERSON LANE,04 TO 06,64.0,Standard,1968,256000.0,2017
2017-04,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,235000.0,2017
2017-05,GEYLANG,3 ROOM,83,MACPHERSON LANE,04 TO 06,64.0,Standard,1968,256000.0,2017
2017-06,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,200000.0,2017
2017-07,GEYLANG,2 ROOM,81,MACPHERSON LANE,01 TO 03,50.0,Standard,1968,210000.0,2017
2017-08,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,225000.0,2017
2017-09,GEYLANG,3 ROOM,82,MACPHERSON LANE,07 TO 09,64.0,Standard,1968,240888.0,2017
2017-10,GEYLANG,3 ROOM,82,MACPHERSON LANE,04 TO 06,64.0,Standard,1968,258000.0,2017
2017-10,GEYLANG,3 ROOM,83,MACPHERSON LANE,04 TO 06,64.0,Standard,1968,271000.0,2017
2017-11,GEYLANG,2 ROOM,81,MACPHERSON LANE,01 TO 03,50.0,Standard,1968,193000.0,2017
2017-12,GEYLANG,3 ROOM,83,MACPHERSON LANE,01 TO 03,64.0,Standard,1968,250000.0,2017
2018-01,GEYLANG,2 ROOM,81,MACPHERSON LANE,01 TO 03,50.0,Standard,1968,210000.0,2018
2018-04,GEYLANG,2 ROOM,81,MACPHERSON LANE,07 TO 09,50.0,Standard,1968,228000.0,2018
2012-06,GEYLANG,3 ROOM,83,MACPHERSON LANE,10 TO 12,64.0,Standard,1968,308000.0,2012
2012-07,GEYLANG,2 ROOM,81,MACPHERSON LANE,07 TO 09,50.0,Standard,1968,270000.0,2012
2012-07,GEYLANG,3 ROOM,83,MACPHERSON LANE,01 TO 03,64.0,Standard,1968,307000.0,2012
2012-08,GEYLANG,3 ROOM,82,MACPHERSON LANE,04 TO 06,64.0,Standard,1968,335000.0,2012
2012-10,GEYLANG,2 ROOM,81,MACPHERSON LANE,01 TO 03,50.0,Standard,1968,285000.0,2012
2012-11,GEYLANG,2 ROOM,83,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,295000.0,2012
2012-12,GEYLANG,2 ROOM,81,MACPHERSON LANE,04 TO 06,50.0,Standard,1968,310000.0,2012
2013-03,GEYLANG,2 ROOM,82,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,260000.0,2013
2013-04,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,283000.0,2013
2013-04,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,298000.0,2013
2013-06,GEYLANG,2 ROOM,82,MACPHERSON LANE,07 TO 09,50.0,Standard,1968,275000.0,2013
2013-09,GEYLANG,3 ROOM,82,MACPHERSON LANE,07 TO 09,64.0,Standard,1968,311000.0,2013
2013-12,GEYLANG,2 ROOM,81,MACPHERSON LANE,01 TO 03,50.0,Standard,1968,260000.0,2013
2014-07,GEYLANG,2 ROOM,83,MACPHERSON LANE,01 TO 03,50.0,Standard,1968,230000.0,2014
2014-07,GEYLANG,2 ROOM,81,MACPHERSON LANE,07 TO 09,50.0,Standard,1968,250000.0,2014
2014-08,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,247000.0,2014
2014-08,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50.0,Standard,1968,250888.0,2014
2014-09,GEYLANG,3 ROOM,82,MACPHERSON LANE,07 TO 09,64.0,Standard,1968,278888.0,2014
2014-09,GEYLANG,3 ROOM,81,MACPHERSON LANE,10 TO 12,64.0,Standard,1968,310000.0,2014
2014-11,GEYLANG,3 ROOM,82,MACPHERSON LANE,10 TO 12,64.0,Standard,1968,305000.0,2014
2015-01,GEYLANG,3 ROOM,58,CIRCUIT RD,04 TO 06,56.0,Standard,1969,258000.0,2015
2015-01,GEYLANG,3 ROOM,61,CIRCUIT RD,01 TO 03,61.0,Standard,1969,270000.0,2015
2015-01,GEYLANG,4 ROOM,67,CIRCUIT RD,01 TO 03,122.0,Adjoined flat,1969,575000.0,2015
