Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,Tranc_Year
2015-01,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,308000.0,2015
2015-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,01 TO 03,97.0,New Generation,1976,475000.0,2015
2015-02,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,315000.0,2015
2015-04,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,285000.0,2015
2015-04,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,305000.0,2015
2015-05,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,300000.0,2015
2015-05,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,328000.0,2015
2015-06,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,290000.0,2015
2015-06,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1976,310000.0,2015
2015-06,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,333000.0,2015
2015-06,ANG MO KIO,4 ROOM,218,ANG MO KIO AVE 1,10 TO 12,82.0,New Generation,1976,375000.0,2015
2015-07,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,265000.0,2015
2015-07,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,368000.0,2015
2015-08,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,307000.0,2015
2015-08,ANG MO KIO,4 ROOM,213,ANG MO KIO AVE 3,04 TO 06,82.0,New Generation,1976,380000.0,2015
2015-08,ANG MO KIO,4 ROOM,214,ANG MO KIO AVE 3,10 TO 12,82.0,New Generation,1976,405000.0,2015
2015-09,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,298888.0,2015
2015-09,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,317000.0,2015
2015-09,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,82.0,New Generation,1976,370000.0,2015
2015-09,ANG MO KIO,4 ROOM,215,ANG MO KIO AVE 1,04 TO 06,88.0,New Generation,1976,360000.0,2015
2015-10,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,320000.0,2015
2016-02,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,290000.0,2016
2016-03,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1976,308888.0,2016
2016-03,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,312500.0,2016
2016-03,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,320000.0,2016
2016-03,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,320000.0,2016
2016-04,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,82.0,New Generation,1976,340000.0,2016
2016-05,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,280000.0,2016
2016-05,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,338000.0,2016
2016-08,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,308000.0,2016
2016-08,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,318000.0,2016
2016-08,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,325000.0,2016
2016-08,ANG MO KIO,4 ROOM,218,ANG MO KIO AVE 1,13 TO 15,82.0,New Generation,1976,390000.0,2016
2016-09,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,283000.0,2016
2016-09,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,323000.0,2016
2016-10,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,270000.0,2016
2016-10,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,333888.0,2016
2016-11,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1976,315000.0,2016
2016-12,ANG MO KIO,4 ROOM,213,ANG MO KIO AVE 3,07 TO 09,82.0,New Generation,1976,380000.0,2016
2017-01,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,285000.0,2017
2017-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,97.0,New Generation,1976,460000.0,2017
2017-03,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,250000.0,2017
2017-03,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,310000.0,2017
2017-03,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,310000.0,2017
2017-05,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,282000.0,2017
2017-06,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,235000.0,2017
2017-06,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,268000.0,2017
2017-06,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,289000.0,2017
2017-06,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,325000.0,2017
2017-07,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,258000.0,2017
2017-07,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,13 TO 15,67.0,New Generation,1976,300000.0,2017
2017-07,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,320000.0,2017
2017-07,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,01 TO 03,97.0,New Generation,1976,418000.0,2017
2017-09,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,258000.0,2017
2017-09,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,277000.0,2017
2017-09,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1976,320000.0,2017
2017-10,ANG MO KIO,4 ROOM,214,ANG MO KIO AVE 3,07 TO 09,82.0,New Generation,1976,380000.0,2017
2017-11,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,280000.0,2017
2018-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,98.0,New Generation,1976,438000.0,2018
2018-03,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,298000.0,2018
2018-04,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,265000.0,2018
2018-04,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,13 TO 15,67.0,New Generation,1976,268000.0,2018
2018-04,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,295000.0,2018
2018-06,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,275000.0,2018
2018-07,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,265000.0,2018
2018-07,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,300000.0,2018
2018-07,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,300000.0,2018
2018-08,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,97.0,New Generation,1976,385000.0,2018
2018-09,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,258000.0,2018
2018-10,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,235000.0,2018
2018-10,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,275000.0,2018
2018-10,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,97.0,New Generation,1976,402000.0,2018
2018-11,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,250000.0,2018
2018-11,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,290000.0,2018
2018-11,ANG MO KIO,4 ROOM,218,ANG MO KIO AVE 1,07 TO 09,82.0,New Generation,1976,350000.0,2018
2018-11,ANG MO KIO,4 ROOM,208,ANG MO KIO AVE 1,07 TO 09,88.0,New Generation,1976,395000.0,2018
2018-12,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,245000.0,2018
2018-12,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,240000.0,2018
2018-12,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1976,288000.0,2018
2019-01,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,295000.0,2019
2019-02,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,07 TO 09,88.0,New Generation,1976,320000.0,2019
2019-03,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,293000.0,2019
2019-04,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,278000.0,2019
2019-04,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,270000.0,2019
2019-04,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,295000.0,2019
2019-04,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,233000.0,2019
2019-05,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1976,265000.0,2019
2019-05,ANG MO KIO,4 ROOM,215,ANG MO KIO AVE 1,07 TO 09,88.0,New Generation,1976,380000.0,2019
2019-06,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,286000.0,2019
2019-06,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,250000.0,2019
2019-06,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,235000.0,2019
2019-09,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,97.0,New Generation,1976,360000.0,2019
2019-09,ANG MO KIO,4 ROOM,213,ANG MO KIO AVE 3,04 TO 06,82.0,New Generation,1976,330000.0,2019
2019-10,ANG MO KIO,4 ROOM,215,ANG MO KIO AVE 1,04 TO 06,88.0,New Generation,1976,360000.0,2019
2019-11,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1976,274000.0,2019
2019-12,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,270000.0,2019
2019-12,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,252000.0,2019
2019-12,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,250000.0,2019
2019-12,ANG MO KIO,4 ROOM,208,ANG MO KIO AVE 1,07 TO 09,88.0,New Generation,1976,371800.0,2019
2020-01,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,265000.0,2020
2020-01,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,280000.0,2020
2020-01,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,250000.0,2020
2020-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,98.0,New Generation,1976,370000.0,2020
2020-02,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,10 TO 12,97.0,New Generation,1976,410000.0,2020
2020-06,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,272000.0,2020
2020-06,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,10 TO 12,82.0,New Generation,1976,310000.0,2020
2020-07,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,10 TO 12,82.0,New Generation,1976,290000.0,2020
2020-08,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,250000.0,2020
2020-08,ANG MO KIO,4 ROOM,214,ANG MO KIO AVE 3,01 TO 03,82.0,New Generation,1976,315000.0,2020
2020-09,ANG MO KIO,4 ROOM,213,ANG MO KIO AVE 3,04 TO 06,82.0,New Generation,1976,320000.0,2020
2020-10,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,300000.0,2020
2020-11,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,258000.0,2020
2020-11,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,88.0,New Generation,1976,352888.0,2020
2020-11,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,265000.0,2020
2020-11,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,82.0,New Generation,1976,340000.0,2020
2020-11,ANG MO KIO,4 ROOM,213,ANG MO KIO AVE 3,07 TO 09,82.0,New Generation,1976,342000.0,2020
2020-12,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,290000.0,2020
2020-12,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,300000.0,2020
2021-01,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,275888.0,2021
2021-02,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,290000.0,2021
2021-02,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,07 TO 09,97.0,New Generation,1976,420000.0,2021
2021-03,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,260000.0,2021
2021-03,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,270000.0,2021
2021-03,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,305000.0,2021
2012-03,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,06 TO 10,67.0,New Generation,1976,347000.0,2012
2012-03,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,06 TO 10,73.0,New Generation,1976,368000.0,2012
2012-03,ANG MO KIO,4 ROOM,218,ANG MO KIO AVE 1,01 TO 05,82.0,New Generation,1976,400000.0,2012
2012-03,ANG MO KIO,4 ROOM,208,ANG MO KIO AVE 1,06 TO 10,88.0,New Generation,1976,460000.0,2012
2012-04,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,06 TO 10,67.0,New Generation,1976,333800.0,2012
2012-04,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,06 TO 10,67.0,New Generation,1976,341000.0,2012
2012-04,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,06 TO 10,73.0,New Generation,1976,347000.0,2012
2012-04,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,06 TO 10,73.0,New Generation,1976,365000.0,2012
2012-04,ANG MO KIO,4 ROOM,215,ANG MO KIO AVE 1,01 TO 05,88.0,New Generation,1976,435000.0,2012
2012-05,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 05,67.0,New Generation,1976,322000.0,2012
2012-05,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,01 TO 05,73.0,New Generation,1976,355000.0,2012
2012-05,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,06 TO 10,82.0,New Generation,1976,380000.0,2012
2012-05,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,06 TO 10,73.0,New Generation,1976,386000.0,2012
2012-05,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,01 TO 05,97.0,New Generation,1976,495000.0,2012
2012-06,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,327000.0,2012
2012-06,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1976,346000.0,2012
2012-07,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,353000.0,2012
2012-07,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,13 TO 15,67.0,New Generation,1976,355000.0,2012
2012-07,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,370000.0,2012
2012-07,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,375000.0,2012
2012-07,ANG MO KIO,4 ROOM,215,ANG MO KIO AVE 1,01 TO 03,88.0,New Generation,1976,450000.0,2012
2012-07,ANG MO KIO,4 ROOM,218,ANG MO KIO AVE 1,10 TO 12,82.0,New Generation,1976,473000.0,2012
2012-08,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,342000.0,2012
2012-08,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,345000.0,2012
2012-09,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,335000.0,2012
2012-09,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,344000.0,2012
2012-09,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,350000.0,2012
2012-09,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,355000.0,2012
2012-09,ANG MO KIO,4 ROOM,216,ANG MO KIO AVE 1,10 TO 12,88.0,New Generation,1976,468000.0,2012
2012-10,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,330000.0,2012
2012-10,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,330000.0,2012
2012-10,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1976,350000.0,2012
2012-10,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,352000.0,2012
2012-11,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,362000.0,2012
2012-12,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1976,388000.0,2012
2012-12,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1976,363000.0,2012
2012-12,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,383000.0,2012
2013-01,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,370000.0,2013
2013-02,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1976,350000.0,2013
2013-02,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,362000.0,2013
2013-03,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,410000.0,2013
2013-03,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,88.0,New Generation,1976,441000.0,2013
2013-04,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1976,351800.0,2013
2013-05,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,82.0,New Generation,1976,385000.0,2013
2013-06,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1976,355000.0,2013
2013-06,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,385000.0,2013
2015-02,BEDOK,3 ROOM,21,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,321000.0,2015
2015-03,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,285000.0,2015
2015-03,BEDOK,3 ROOM,19,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,294000.0,2015
2015-03,BEDOK,3 ROOM,19,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,295000.0,2015
2015-03,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,300000.0,2015
2015-04,BEDOK,3 ROOM,21,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,290000.0,2015
2015-06,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,285000.0,2015
2015-08,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,290000.0,2015
2015-09,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,281000.0,2015
2015-09,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,287000.0,2015
2015-10,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,280000.0,2015
2015-10,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,75.0,Improved,1972,315000.0,2015
2016-01,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,290000.0,2016
2016-02,BEDOK,3 ROOM,21,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,278000.0,2016
2016-02,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,300000.0,2016
2016-03,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,262000.0,2016
2016-03,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,266000.0,2016
2016-03,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,290000.0,2016
2016-04,BEDOK,3 ROOM,19,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,265000.0,2016
2016-04,BEDOK,3 ROOM,19,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,290000.0,2016
2016-05,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,270000.0,2016
2016-05,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,270000.0,2016
2016-05,BEDOK,3 ROOM,19,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,280000.0,2016
2016-06,BEDOK,3 ROOM,19,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,288000.0,2016
2016-08,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,275000.0,2016
2016-10,BEDOK,3 ROOM,21,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,275000.0,2016
2016-10,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,303000.0,2016
2017-01,BEDOK,5 ROOM,21,CHAI CHEE RD,07 TO 09,130.0,Adjoined flat,1972,530000.0,2017
2017-02,BEDOK,3 ROOM,20,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,285000.0,2017
2017-04,BEDOK,3 ROOM,19,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,262500.0,2017
2017-05,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,275000.0,2017
2017-05,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,276000.0,2017
2017-05,BEDOK,3 ROOM,19,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,280000.0,2017
2017-06,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,280000.0,2017
2017-07,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,275000.0,2017
2017-08,BEDOK,3 ROOM,20,CHAI CHEE RD,04 TO 06,75.0,Improved,1972,273000.0,2017
2017-12,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,260000.0,2017
2018-03,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,251000.0,2018
2018-04,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,275000.0,2018
2018-06,BEDOK,3 ROOM,20,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,245000.0,2018
2018-06,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,75.0,Improved,1972,270000.0,2018
2018-07,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,265000.0,2018
2018-07,BEDOK,3 ROOM,20,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,280000.0,2018
2018-08,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,260000.0,2018
2018-09,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,250000.0,2018
2018-10,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,250000.0,2018
2018-11,BEDOK,3 ROOM,21,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,268000.0,2018
2019-01,BEDOK,3 ROOM,19,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,250000.0,2019
2019-01,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,265000.0,2019
2019-02,BEDOK,3 ROOM,21,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,252000.0,2019
2019-02,BEDOK,3 ROOM,20,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,265000.0,2019
2019-03,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,236000.0,2019
2019-03,BEDOK,3 ROOM,20,CHAI CHEE RD,04 TO 06,75.0,Improved,1972,280000.0,2019
